date,site,temperature,depth,salinity,DO,Chl,turbidity,lat,long
2013/03/22,4,18.2586,9.934,35.2948,8.31383,2.2897,4.8829,-33.731944,26.063889
2013/03/22,4,18.3101,9.845,35.2676,8.31459,2.3217,5.0355,-33.731944,26.063889
2013/03/22,4,18.3633,9.739,35.194,8.33097,2.2866,4.7608,-33.731944,26.063889
2013/03/22,4,18.3788,9.63,35.1975,8.36129,2.2454,4.6235,-33.731944,26.063889
2013/03/22,4,18.3898,9.535,35.201,8.39065,2.1394,4.8524,-33.731944,26.063889
2013/03/22,4,18.3998,9.463,35.2085,8.42336,2.076,4.8219,-33.731944,26.063889
2013/03/22,4,18.412,9.399,35.2321,8.47213,1.9868,4.9897,-33.731944,26.063889
2013/03/22,4,18.4351,9.352,35.2456,8.49512,2.0364,4.9439,-33.731944,26.063889
2013/03/22,4,18.4666,9.311,35.255,8.52011,2.0608,4.9134,-33.731944,26.063889
2013/03/22,4,18.5019,9.257,35.2447,8.53276,2.0097,5.127,-33.731944,26.063889
2013/03/22,4,18.5323,9.188,35.2217,8.54598,2.0974,4.7608,-33.731944,26.063889
2013/03/22,4,18.5529,9.097,35.2504,8.56144,2.0799,4.6693,-33.731944,26.063889
2013/03/22,4,18.5836,8.989,35.2552,8.56412,2.147,4.5777,-33.731944,26.063889
2013/03/22,4,18.6184,8.854,35.1882,8.56062,2.1806,4.9592,-33.731944,26.063889
2013/03/22,4,18.6244,8.704,35.1415,8.55426,2.1394,4.7303,-33.731944,26.063889
2013/03/22,4,18.6052,8.555,35.1882,8.54458,2.0844,4.7608,-33.731944,26.063889
2013/03/22,4,18.6003,8.424,35.2218,8.53615,2.0272,4.7608,-33.731944,26.063889
2013/03/22,4,18.6147,8.304,35.2285,8.54035,1.9006,4.6082,-33.731944,26.063889
2013/03/22,4,18.6353,8.216,35.2377,8.55198,1.7678,4.7303,-33.731944,26.063889
2013/03/22,4,18.6599,8.153,35.2564,8.55907,1.7335,4.9287,-33.731944,26.063889
2013/03/22,4,18.6904,8.107,35.2389,8.58976,1.8433,4.6693,-33.731944,26.063889
2013/03/22,4,18.7165,8.073,35.2152,8.62699,1.9357,4.6998,-33.731944,26.063889
2013/03/22,4,18.7319,8.035,35.2227,8.66088,1.9082,4.5167,-33.731944,26.063889
2013/03/22,4,18.7473,7.984,35.2265,8.69052,1.899,4.6998,-33.731944,26.063889
2013/03/22,4,18.7648,7.908,35.2121,8.69498,1.8166,4.4556,-33.731944,26.063889
2013/03/22,4,18.7757,7.809,35.2068,8.69709,1.693,4.7303,-33.731944,26.063889
2013/03/22,4,18.7818,7.694,35.183,8.68445,1.6068,4.6693,-33.731944,26.063889
2013/03/22,4,18.7787,7.557,35.1878,8.67401,1.5694,4.7608,-33.731944,26.063889
2013/03/22,4,18.7738,7.425,35.1971,8.65665,1.5199,4.6387,-33.731944,26.063889
2013/03/22,4,18.7737,7.304,35.2051,8.64599,1.4764,4.6998,-33.731944,26.063889
2013/03/22,4,18.777,7.199,35.2073,8.64658,1.413,4.654,-33.731944,26.063889
2013/03/22,4,18.7826,7.11,35.2092,8.66097,1.3108,4.5624,-33.731944,26.063889
2013/03/22,4,18.789,7.031,35.2234,8.68032,1.278,4.5319,-33.731944,26.063889
2013/03/22,4,18.8014,6.959,35.2302,8.70026,1.3818,5.0202,-33.731944,26.063889
2013/03/22,4,18.8183,6.881,35.2201,8.71662,1.4619,4.6998,-33.731944,26.063889
2013/03/22,4,18.8317,6.809,35.2293,8.72429,1.41,4.6998,-33.731944,26.063889
2013/03/22,4,18.8459,6.742,35.2257,8.73935,1.41,4.7303,-33.731944,26.063889
2013/03/22,4,18.8608,6.666,35.2293,8.73439,1.5649,4.9287,-33.731944,26.063889
2013/03/22,4,18.8756,6.594,35.2396,8.73893,1.5076,4.6693,-33.731944,26.063889
2013/03/22,4,18.8944,6.524,35.2167,8.75358,1.7342,4.7456,-33.731944,26.063889
2013/03/22,4,18.9056,6.45,35.2263,8.75821,1.7129,4.8676,-33.731944,26.063889
2013/03/22,4,18.9173,6.378,35.2097,8.76271,1.6366,5.1881,-33.731944,26.063889
2013/03/22,4,18.9235,6.293,35.1997,8.75621,1.5504,5.127,-33.731944,26.063889
2013/03/22,4,18.9242,6.19,35.23,8.73277,1.5061,4.9287,-33.731944,26.063889
2013/03/22,4,18.9351,6.065,35.2095,8.71,1.4405,4.8981,-33.731944,26.063889
2013/03/22,4,18.9412,5.933,35.1989,8.6825,1.3757,4.8676,-33.731944,26.063889
2013/03/22,4,18.9415,5.794,35.2138,8.66543,1.3444,4.8371,-33.731944,26.063889
2013/03/22,4,18.946,5.666,35.219,8.65277,1.4069,4.6235,-33.731944,26.063889
2013/03/22,4,18.9525,5.561,35.2298,8.65438,1.4458,4.5014,-33.731944,26.063889
2013/03/22,4,18.9649,5.489,35.2414,8.66738,1.394,4.5624,-33.731944,26.063889
2013/03/22,4,18.9832,5.444,35.2628,8.68612,1.3657,4.303,-33.731944,26.063889
2013/03/22,4,19.0094,5.408,35.2644,8.699,1.4191,4.6235,-33.731944,26.063889
2013/03/22,4,19.0395,5.366,35.2686,8.7144,1.3711,4.8066,-33.731944,26.063889
2013/03/22,4,19.0719,5.307,35.2615,8.72846,1.3116,4.9287,-33.731944,26.063889
2013/03/22,4,19.101,5.222,35.2569,8.73264,1.2826,4.9287,-33.731944,26.063889
2013/03/22,4,19.1282,5.137,35.2909,8.72168,1.2185,4.5319,-33.731944,26.063889
2013/03/22,4,19.1653,5.045,35.2384,8.71244,1.1971,4.5319,-33.731944,26.063889
2013/03/22,4,19.1861,4.954,35.2142,8.69624,1.1964,4.7761,-33.731944,26.063889
2013/03/22,4,19.1877,4.868,35.1976,8.68237,1.1796,4.6693,-33.731944,26.063889
2013/03/22,4,19.1819,4.785,35.2177,8.67052,1.1277,4.5472,-33.731944,26.063889
2013/03/22,4,19.1811,4.703,35.2368,8.66055,1.1086,4.8219,-33.731944,26.063889
2013/03/22,4,19.1908,4.624,35.2329,8.6567,1.2238,4.5472,-33.731944,26.063889
2013/03/22,4,19.2012,4.53,35.2533,8.64659,1.2086,4.8371,-33.731944,26.063889
2013/03/22,4,19.2186,4.425,35.2594,8.63159,1.1369,4.9439,-33.731944,26.063889
2013/03/22,4,19.2428,4.311,35.2513,8.62181,1.1132,4.9287,-33.731944,26.063889
2013/03/22,4,19.2649,4.199,35.2584,8.60773,1.085,4.8371,-33.731944,26.063889
2013/03/22,4,19.2831,4.1,35.2374,8.60431,1.0491,4.7913,-33.731944,26.063889
2013/03/22,4,19.2977,4.015,35.224,8.60749,1.0789,4.7303,-33.731944,26.063889
2013/03/22,4,19.3047,3.939,35.2326,8.61208,1.1033,4.5777,-33.731944,26.063889
2013/03/22,4,19.3115,3.871,35.2354,8.63069,1.104,4.593,-33.731944,26.063889
2013/03/22,4,19.3216,3.806,35.2417,8.64643,1.1147,4.6235,-33.731944,26.063889
2013/03/22,4,19.3323,3.75,35.2478,8.66591,1.1437,4.8219,-33.731944,26.063889
2013/03/22,4,19.3463,3.696,35.2552,8.67641,1.1307,4.8066,-33.731944,26.063889
2013/03/22,4,19.3645,3.633,35.2726,8.67179,1.0453,4.6082,-33.731944,26.063889
2013/03/22,4,19.3875,3.555,35.236,8.65794,0.9949,4.7303,-33.731944,26.063889
2013/03/22,4,19.4013,3.454,35.2434,8.64079,1.0094,4.8676,-33.731944,26.063889
2013/03/22,4,19.4133,3.338,35.2427,8.62569,1.0163,4.7761,-33.731944,26.063889
2013/03/22,4,19.4268,3.21,35.2258,8.60719,0.9957,4.6845,-33.731944,26.063889
2013/03/22,4,19.4312,3.086,35.2143,8.60117,0.9759,4.9592,-33.731944,26.063889
2013/03/22,4,19.4296,2.965,35.2115,8.60312,0.9431,4.8066,-33.731944,26.063889
2013/03/22,4,19.4253,2.862,35.2152,8.61243,0.8973,4.8066,-33.731944,26.063889
2013/03/22,4,19.4218,2.77,35.2334,8.61579,0.9248,4.5014,-33.731944,26.063889
2013/03/22,4,19.4269,2.681,35.2593,8.61893,0.9492,4.6082,-33.731944,26.063889
2013/03/22,4,19.443,2.584,35.2533,8.61683,0.9431,4.7456,-33.731944,26.063889
2013/03/22,4,19.4599,2.483,35.2437,8.61983,0.9278,4.7608,-33.731944,26.063889
2013/03/22,4,19.4717,2.376,35.2399,8.61491,0.9202,4.6082,-33.731944,26.063889
2013/03/22,4,19.4816,2.277,35.2653,8.60563,0.9133,4.6693,-33.731944,26.063889
2013/03/22,4,19.4995,2.199,35.2424,8.5896,0.8637,4.5167,-33.731944,26.063889
2013/03/22,4,19.5122,2.127,35.2368,8.5712,0.8935,4.9439,-33.731944,26.063889
2013/03/22,4,19.5202,2.072,35.2454,8.55565,0.8614,4.7913,-33.731944,26.063889
2013/03/22,4,19.5314,2.027,35.2444,8.54963,0.8103,4.6693,-33.731944,26.063889
2013/03/22,4,19.5423,1.969,35.2424,8.55911,0.8141,4.8066,-33.731944,26.063889
2013/03/22,4,19.5523,1.901,35.2251,8.57241,0.9171,4.6082,-33.731944,26.063889
2013/03/22,4,19.5558,1.81,35.2539,8.58631,0.927,4.6845,-33.731944,26.063889
2013/03/22,4,19.5701,1.695,35.2966,8.60177,0.9064,4.4251,-33.731944,26.063889
2013/03/22,4,19.605,1.568,35.2617,8.60545,0.8614,4.3641,-33.731944,26.063889
2013/03/22,4,19.6299,1.444,35.2425,8.60047,0.8424,4.5014,-33.731944,26.063889
2013/03/22,4,19.643,1.328,35.2611,8.6107,0.8172,4.303,-33.731944,26.063889
2013/03/22,4,19.6606,1.224,35.2465,8.60511,0.808,4.5167,-33.731944,26.063889
2013/03/22,4,19.674,1.139,35.2154,8.59251,0.7889,4.6082,-33.731944,26.063889
2013/03/22,4,19.673,1.057,35.2572,8.58361,0.7004,4.4862,-33.731944,26.063889
2013/03/22,4,19.6857,0.987,35.3149,8.5651,0.4204,4.4556,-33.731944,26.063889
2013/03/22,4,19.726,0.924,35.3258,8.56172,0.8004,4.3793,-33.731944,26.063889
2013/03/22,4,19.7827,0.861,35.3527,8.56864,0.7325,4.4709,-33.731944,26.063889
2013/03/22,4,19.8463,0.794,35.2536,8.56934,0.6646,4.4099,-33.731944,26.063889
2013/03/22,4,19.8747,0.705,35.2968,8.56139,0.6264,4.5014,-33.731944,26.063889
2013/03/22,4,19.907,0.611,35.3227,8.55882,0.5372,4.2878,-33.731944,26.063889
2013/03/22,4,19.9559,0.528,35.2391,8.55511,0.1,4.3946,-33.731944,26.063889
2013/03/22,4,19.971,0.483,35.2211,8.5451,0.1282,4.3488,-33.731944,26.063889
2013/03/22,4,19.9699,0.451,35.2171,8.53346,0.232,4.3946,-33.731944,26.063889
2013/03/22,5,12.1862,29.941,34.9192,3.20828,4.3412,19.1501,-33.75666667,26.23472222
2013/03/22,5,12.1911,29.874,34.935,3.23126,4.1978,19.2874,-33.75666667,26.23472222
2013/03/22,5,12.1866,29.701,35.0147,3.26045,4.1757,18.6465,-33.75666667,26.23472222
2013/03/22,5,12.2153,29.509,35.0731,3.2962,4.0567,17.38,-33.75666667,26.23472222
2013/03/22,5,12.2736,29.363,35.0962,3.32437,3.8652,15.61,-33.75666667,26.23472222
2013/03/22,5,12.3466,29.291,35.1162,3.35255,4.0048,14.6792,-33.75666667,26.23472222
2013/03/22,5,12.4177,29.283,34.9237,3.38747,4.3542,14.0993,-33.75666667,26.23472222
2013/03/22,5,12.4313,29.323,34.9748,3.42218,4.664,13.3059,-33.75666667,26.23472222
2013/03/22,5,12.4382,29.392,34.8406,3.45189,4.9119,13.6416,-33.75666667,26.23472222
2013/03/22,5,12.3992,29.466,34.9273,3.50104,5.0851,13.4127,-33.75666667,26.23472222
2013/03/22,5,12.3809,29.525,35.0235,3.54391,4.8601,13.1533,-33.75666667,26.23472222
2013/03/22,5,12.4097,29.536,34.9623,3.58702,4.5274,13.1075,-33.75666667,26.23472222
2013/03/22,5,12.4283,29.483,34.9807,3.62604,4.165,13.0922,-33.75666667,26.23472222
2013/03/22,5,12.4409,29.359,34.9389,3.65177,3.9857,13.077,-33.75666667,26.23472222
2013/03/22,5,12.4403,29.198,34.9102,3.67551,3.8392,12.5734,-33.75666667,26.23472222
2013/03/22,5,12.4236,29.034,34.8705,3.6934,3.6729,11.7494,-33.75666667,26.23472222
2013/03/22,5,12.3926,28.898,34.8979,3.69487,3.7057,10.7729,-33.75666667,26.23472222
2013/03/22,5,12.3672,28.797,34.9402,3.69846,3.5066,9.72,-33.75666667,26.23472222
2013/03/22,5,12.3606,28.722,34.9716,3.69366,3.6134,9.1096,-33.75666667,26.23472222
2013/03/22,5,12.3721,28.643,34.9904,3.68057,3.7393,8.5145,-33.75666667,26.23472222
2013/03/22,5,12.3924,28.551,34.9905,3.67175,3.6706,8.1636,-33.75666667,26.23472222
2013/03/22,5,12.4128,28.428,34.9921,3.65865,3.5096,8.011,-33.75666667,26.23472222
2013/03/22,5,12.4339,28.278,35.0277,3.64246,3.5264,7.9652,-33.75666667,26.23472222
2013/03/22,5,12.4701,28.105,35.0497,3.62518,3.383,7.8279,-33.75666667,26.23472222
2013/03/22,5,12.518,27.928,35.0637,3.61362,3.1884,7.1717,-33.75666667,26.23472222
2013/03/22,5,12.5718,27.774,35.1308,3.6043,3.1564,6.8513,-33.75666667,26.23472222
2013/03/22,5,12.6512,27.664,35.1157,3.61898,3.0953,6.6072,-33.75666667,26.23472222
2013/03/22,5,12.7323,27.619,35.1221,3.62972,3.2136,6.4698,-33.75666667,26.23472222
2013/03/22,5,12.814,27.627,35.1934,3.6522,3.2586,6.424,-33.75666667,26.23472222
2013/03/22,5,12.9143,27.648,35.0573,3.68846,3.5318,6.4393,-33.75666667,26.23472222
2013/03/22,5,12.98,27.697,35.3183,3.74485,3.5867,6.302,-33.75666667,26.23472222
2013/03/22,5,13.1183,27.735,35.241,3.8181,3.4539,6.1799,-33.75666667,26.23472222
2013/03/22,5,13.258,27.735,35.1158,3.90573,3.383,6.302,-33.75666667,26.23472222
2013/03/22,5,13.3365,27.686,35.0267,3.99567,3.1282,6.302,-33.75666667,26.23472222
2013/03/22,5,13.3674,27.602,34.9638,4.09055,3.0442,6.1799,-33.75666667,26.23472222
2013/03/22,5,13.3665,27.484,34.9565,4.19533,3.0549,6.0273,-33.75666667,26.23472222
2013/03/22,5,13.3572,27.363,34.9383,4.30666,3.1312,5.8595,-33.75666667,26.23472222
2013/03/22,5,13.3399,27.246,34.949,4.41326,3.0808,5.9052,-33.75666667,26.23472222
2013/03/22,5,13.3258,27.154,34.96,4.50408,3.0168,5.8442,-33.75666667,26.23472222
2013/03/22,5,13.3159,27.107,34.9823,4.57298,3.6874,5.9358,-33.75666667,26.23472222
2013/03/22,5,13.3191,27.091,35.0167,4.62883,3.7522,5.9815,-33.75666667,26.23472222
2013/03/22,5,13.3356,27.076,35.083,4.65436,3.7393,6.1036,-33.75666667,26.23472222
2013/03/22,5,13.3683,27.049,35.0373,4.66605,3.399,6.3325,-33.75666667,26.23472222
2013/03/22,5,13.3976,26.993,35.0029,4.65327,3.9155,6.1952,-33.75666667,26.23472222
2013/03/22,5,13.4126,26.906,35.1148,4.61826,3.9254,6.0731,-33.75666667,26.23472222
2013/03/22,5,13.4656,26.78,35.0972,4.58509,3.518,5.7069,-33.75666667,26.23472222
2013/03/22,5,13.5222,26.623,35.0459,4.54783,3.0496,5.7221,-33.75666667,26.23472222
2013/03/22,5,13.5562,26.449,35.0587,4.53134,2.8527,5.7679,-33.75666667,26.23472222
2013/03/22,5,13.5908,26.276,35.0533,4.52368,2.7574,5.6306,-33.75666667,26.23472222
2013/03/22,5,13.6245,26.115,35.0966,4.53237,3.5714,5.6611,-33.75666667,26.23472222
2013/03/22,5,13.6716,25.989,35.1139,4.55665,3.9552,5.7527,-33.75666667,26.23472222
2013/03/22,5,13.7308,25.897,35.0867,4.5918,3.9857,5.9052,-33.75666667,26.23472222
2013/03/22,5,13.7798,25.839,35.1002,4.62551,4.5533,5.8137,-33.75666667,26.23472222
2013/03/22,5,13.8294,25.772,35.1142,4.67228,5.1729,5.6764,-33.75666667,26.23472222
2013/03/22,5,13.885,25.693,35.0755,4.70298,5.0699,5.7069,-33.75666667,26.23472222
2013/03/22,5,13.9286,25.586,35.0706,4.7453,4.7143,5.7069,-33.75666667,26.23472222
2013/03/22,5,13.9629,25.458,35.0582,4.78786,4.8257,5.6153,-33.75666667,26.23472222
2013/03/22,5,13.9945,25.315,35.0692,4.82453,5.314,5.4932,-33.75666667,26.23472222
2013/03/22,5,14.0299,25.158,35.1347,4.87515,5.6238,5.5543,-33.75666667,26.23472222
2013/03/22,5,14.0872,25.008,35.163,4.92679,5.4956,5.5543,-33.75666667,26.23472222
2013/03/22,5,14.1638,24.887,35.1937,4.97166,5.1683,5.3864,-33.75666667,26.23472222
2013/03/22,5,14.2517,24.806,35.1224,5.01956,4.8051,5.2338,-33.75666667,26.23472222
2013/03/22,5,14.3153,24.752,35.2428,5.06953,4.6548,5.1728,-33.75666667,26.23472222
2013/03/22,5,14.4168,24.723,35.3893,5.11665,6.7026,5.2491,-33.75666667,26.23472222
2013/03/22,5,14.5878,24.694,35.4744,5.16956,6.8918,5.5238,-33.75666667,26.23472222
2013/03/22,5,14.7937,24.652,35.3228,5.24327,5.8984,5.478,-33.75666667,26.23472222
2013/03/22,5,14.9454,24.595,35.1155,5.33429,5.1088,5.4932,-33.75666667,26.23472222
2013/03/22,5,15.0107,24.522,34.9922,5.46126,5.2995,5.4627,-33.75666667,26.23472222
2013/03/22,5,15.0005,24.446,34.913,5.63096,5.0882,5.2491,-33.75666667,26.23472222
2013/03/22,5,14.9533,24.385,35.0023,5.83042,5.9518,5.1881,-33.75666667,26.23472222
2013/03/22,5,14.9272,24.356,35.0528,6.04265,6.5858,5.2186,-33.75666667,26.23472222
2013/03/22,5,14.9293,24.347,35.2465,6.23544,6.2921,5.2491,-33.75666667,26.23472222
2013/03/22,5,15.0071,24.354,35.361,6.39424,6.7636,5.2491,-33.75666667,26.23472222
2013/03/22,5,15.1581,24.354,35.4067,6.49241,6.2379,5.2338,-33.75666667,26.23472222
2013/03/22,5,15.3405,24.32,35.2417,6.54977,5.459,5.0965,-33.75666667,26.23472222
2013/03/22,5,15.4471,24.24,35.0323,6.60474,5.0432,5.0813,-33.75666667,26.23472222
2013/03/22,5,15.4595,24.119,35.1067,6.63101,5.1904,4.9897,-33.75666667,26.23472222
2013/03/22,5,15.4761,23.964,35.0937,6.65506,5.0264,5.1423,-33.75666667,26.23472222
2013/03/22,5,15.4993,23.796,35.1633,6.68319,5.3285,5.1423,-33.75666667,26.23472222
2013/03/22,5,15.55,23.633,35.2331,6.71146,5.0615,5.127,-33.75666667,26.23472222
2013/03/22,5,15.6287,23.492,35.2211,6.76557,4.9768,5.1881,-33.75666667,26.23472222
2013/03/22,5,15.7127,23.39,35.1955,6.82381,4.9356,5.0965,-33.75666667,26.23472222
2013/03/22,5,15.782,23.316,35.1978,6.87427,4.7387,5.127,-33.75666667,26.23472222
2013/03/22,5,15.85,23.275,35.2119,6.91986,4.6892,5.1423,-33.75666667,26.23472222
2013/03/22,5,15.9234,23.246,35.2449,6.95158,4.7601,5.3559,-33.75666667,26.23472222
2013/03/22,5,16.0073,23.221,35.255,6.98012,4.8646,5.2033,-33.75666667,26.23472222
2013/03/22,5,16.0956,23.179,35.2096,7.00602,5.0981,5.0507,-33.75666667,26.23472222
2013/03/22,5,16.1699,23.123,35.1166,7.04399,5.8305,5.0202,-33.75666667,26.23472222
2013/03/22,5,16.2008,23.033,35.0763,7.08988,5.4643,5.0965,-33.75666667,26.23472222
2013/03/22,5,16.2051,22.892,35.1041,7.14024,5.2041,5.0813,-33.75666667,26.23472222
2013/03/22,5,16.2166,22.701,35.0858,7.18951,4.6884,5.005,-33.75666667,26.23472222
2013/03/22,5,16.2243,22.484,35.1262,7.2358,4.059,4.8219,-33.75666667,26.23472222
2013/03/22,5,16.2436,22.28,35.1883,7.27899,3.5272,4.7456,-33.75666667,26.23472222
2013/03/22,5,16.2915,22.101,35.1869,7.30879,3.0297,4.9744,-33.75666667,26.23472222
2013/03/22,5,16.3462,21.973,35.192,7.33518,2.6704,4.9897,-33.75666667,26.23472222
2013/03/22,5,16.3993,21.888,35.1977,7.3591,2.4529,4.7608,-33.75666667,26.23472222
2013/03/22,5,16.4542,21.832,35.2357,7.36808,2.5895,4.8981,-33.75666667,26.23472222
2013/03/22,5,16.5242,21.798,35.2203,7.36973,2.6353,4.7913,-33.75666667,26.23472222
2013/03/22,5,16.5892,21.766,35.2169,7.35266,2.6025,4.7303,-33.75666667,26.23472222
2013/03/22,5,16.6478,21.713,35.1902,7.33527,2.6872,4.6082,-33.75666667,26.23472222
2013/03/22,5,16.6924,21.636,35.1326,7.3027,2.649,4.8066,-33.75666667,26.23472222
2013/03/22,5,16.711,21.545,35.1026,7.25134,3.766,4.8676,-33.75666667,26.23472222
2013/03/22,5,16.7119,21.431,35.0727,7.19199,4.1726,4.9287,-33.75666667,26.23472222
2013/03/22,5,16.6981,21.318,35.0752,7.10991,3.8415,4.8066,-33.75666667,26.23472222
2013/03/22,5,16.6842,21.216,35.1075,7.02743,3.431,4.715,-33.75666667,26.23472222
2013/03/22,5,16.6828,21.146,35.1275,6.94299,3.6462,4.7456,-33.75666667,26.23472222
2013/03/22,5,16.6926,21.101,35.1681,6.873,4.0071,4.9287,-33.75666667,26.23472222
2013/03/22,5,16.72,21.079,35.1845,6.82347,3.7667,5.0813,-33.75666667,26.23472222
2013/03/22,5,16.754,21.066,35.1649,6.80061,3.1869,4.9744,-33.75666667,26.23472222
2013/03/22,5,16.7819,21.059,35.1292,6.80262,2.7329,5.0202,-33.75666667,26.23472222
2013/03/22,5,16.7938,21.043,35.1572,6.8041,2.5949,4.9134,-33.75666667,26.23472222
2013/03/22,5,16.8117,21.019,35.1816,6.82871,3.077,4.9592,-33.75666667,26.23472222
2013/03/22,5,16.8405,20.989,35.1416,6.84753,2.9779,4.6998,-33.75666667,26.23472222
2013/03/22,5,16.856,20.938,35.1222,6.86699,2.9893,4.8981,-33.75666667,26.23472222
2013/03/22,5,16.86,20.867,35.1515,6.87968,2.6887,4.7608,-33.75666667,26.23472222
2013/03/22,5,16.8718,20.77,35.1244,6.88956,2.9504,4.8676,-33.75666667,26.23472222
2013/03/22,5,16.8769,20.658,35.1129,6.88702,2.9534,4.6845,-33.75666667,26.23472222
2013/03/22,5,16.874,20.551,35.1304,6.88592,2.7658,4.6998,-33.75666667,26.23472222
2013/03/22,5,16.8769,20.445,35.1336,6.87675,5.3766,4.6693,-33.75666667,26.23472222
2013/03/22,5,16.8828,20.34,35.1342,6.86932,5.5139,4.7913,-33.75666667,26.23472222
2013/03/22,5,16.8893,20.212,35.1466,6.85737,5.2575,5.0965,-33.75666667,26.23472222
2013/03/22,5,16.8991,20.056,35.1441,6.85536,4.7929,4.9897,-33.75666667,26.23472222
2013/03/22,5,16.9096,19.876,35.1388,6.86626,3.8575,4.8981,-33.75666667,26.23472222
2013/03/22,5,16.9182,19.681,35.1568,6.87911,3.2014,4.9897,-33.75666667,26.23472222
2013/03/22,5,16.9311,19.468,35.1809,6.89582,2.7871,5.0202,-33.75666667,26.23472222
2013/03/22,5,16.9568,19.262,35.1984,6.90882,2.4491,5.0965,-33.75666667,26.23472222
2013/03/22,5,16.9887,19.076,35.1904,6.9352,2.337,5.2186,-33.75666667,26.23472222
2013/03/22,5,17.019,18.91,35.1835,6.951,2.4919,5.3254,-33.75666667,26.23472222
2013/03/22,5,17.0452,18.772,35.1758,6.98138,2.321,5.3101,-33.75666667,26.23472222
2013/03/22,5,17.0669,18.669,35.2121,7.00471,2.5231,5.2033,-33.75666667,26.23472222
2013/03/22,5,17.1053,18.588,35.2806,7.03737,2.6864,5.066,-33.75666667,26.23472222
2013/03/22,5,17.1753,18.521,35.2591,7.08164,2.5735,5.127,-33.75666667,26.23472222
2013/03/22,5,17.2428,18.467,35.1972,7.13273,2.5369,5.2949,-33.75666667,26.23472222
2013/03/22,5,17.2809,18.417,35.2151,7.18551,2.5239,5.2186,-33.75666667,26.23472222
2013/03/22,5,17.3127,18.373,35.2011,7.24103,2.4102,5.2338,-33.75666667,26.23472222
2013/03/22,5,17.3451,18.346,35.2104,7.28449,2.4651,5.2491,-33.75666667,26.23472222
2013/03/22,5,17.3791,18.335,35.1983,7.32214,2.546,5.6153,-33.75666667,26.23472222
2013/03/22,5,17.4139,18.346,35.2055,7.35439,2.8916,5.7069,-33.75666667,26.23472222
2013/03/22,5,17.449,18.364,35.197,7.38146,2.9077,5.9663,-33.75666667,26.23472222
2013/03/22,5,17.4794,18.393,35.1725,7.40213,2.7474,6.0121,-33.75666667,26.23472222
2013/03/22,5,17.4991,18.407,35.1529,7.41733,3.0526,5.9663,-33.75666667,26.23472222
2013/03/22,5,17.5071,18.404,35.1499,7.424,3.0007,5.6153,-33.75666667,26.23472222
2013/03/22,5,17.5125,18.384,35.1475,7.42583,3.0007,5.4627,-33.75666667,26.23472222
2013/03/22,5,17.5161,18.35,35.1412,7.4256,2.7169,5.6611,-33.75666667,26.23472222
2013/03/22,5,17.5165,18.305,35.1368,7.4255,2.7513,5.6764,-33.75666667,26.23472222
2013/03/22,5,17.5136,18.252,35.1315,7.4266,2.6864,5.5238,-33.75666667,26.23472222
2013/03/22,5,17.5086,18.187,35.1333,7.41563,2.575,5.5238,-33.75666667,26.23472222
2013/03/22,5,17.5032,18.093,35.1394,7.40949,2.6429,5.417,-33.75666667,26.23472222
2013/03/22,5,17.5008,17.96,35.1427,7.40081,2.5689,5.3254,-33.75666667,26.23472222
2013/03/22,5,17.5002,17.792,35.1405,7.38919,2.5949,5.3254,-33.75666667,26.23472222
2013/03/22,5,17.4987,17.604,35.1442,7.36592,2.6811,5.3559,-33.75666667,26.23472222
2013/03/22,5,17.4984,17.411,35.1464,7.3493,2.694,5.3254,-33.75666667,26.23472222
2013/03/22,5,17.4993,17.221,35.151,7.33019,2.6475,5.4475,-33.75666667,26.23472222
2013/03/22,5,17.502,17.042,35.1484,7.32513,2.5941,5.4322,-33.75666667,26.23472222
2013/03/22,5,17.5041,16.863,35.1435,7.33874,2.6048,5.3559,-33.75666667,26.23472222
2013/03/22,5,17.5042,16.697,35.1506,7.34246,2.6391,5.6001,-33.75666667,26.23472222
2013/03/22,5,17.5063,16.538,35.1493,7.35325,2.7566,6.1036,-33.75666667,26.23472222
2013/03/22,5,17.5089,16.39,35.1441,7.34794,2.662,8.0873,-33.75666667,26.23472222
2013/03/22,5,17.5089,16.245,35.1444,7.36351,2.6795,7.9347,-33.75666667,26.23472222
2013/03/22,5,17.5085,16.117,35.1464,7.36568,2.7055,7.5074,-33.75666667,26.23472222
2013/03/22,5,17.5089,16.014,35.151,7.35858,2.8344,6.8055,-33.75666667,26.23472222
2013/03/22,5,17.5108,15.938,35.1545,7.34863,2.8993,6.1799,-33.75666667,26.23472222
2013/03/22,5,17.5149,15.891,35.152,7.34711,2.8855,6.0578,-33.75666667,26.23472222
2013/03/22,5,17.518,15.86,35.1534,7.34466,2.9771,5.8595,-33.75666667,26.23472222
2013/03/22,5,17.5214,15.842,35.1518,7.35512,3.0175,5.7832,-33.75666667,26.23472222
2013/03/22,5,17.5244,15.826,35.1596,7.36153,3.1297,5.9815,-33.75666667,26.23472222
2013/03/22,5,17.5305,15.806,35.1594,7.36696,3.1343,5.8595,-33.75666667,26.23472222
2013/03/22,5,17.5378,15.77,35.1834,7.37753,3.1037,5.9205,-33.75666667,26.23472222
2013/03/22,5,17.5554,15.728,35.2236,7.39146,3.6088,5.8137,-33.75666667,26.23472222
2013/03/22,5,17.5902,15.68,35.1678,7.40072,3.5379,5.9663,-33.75666667,26.23472222
