date,site,temperature,depth,salinity,DO,Chl,turbidity,lat,long
2012/07/25,1,17.3234,22.154,35.3874,7.20093,2.8985,9.0944,-33.8961111,25.70222222
2012/07/25,1,17.3234,22.028,35.3876,7.20099,2.6132,8.6519,-33.8961111,25.70222222
2012/07/25,1,17.3234,21.984,35.3876,7.20229,2.3896,8.8197,-33.8961111,25.70222222
2012/07/25,1,17.3235,21.977,35.3875,7.20303,2.1562,8.6976,-33.8961111,25.70222222
2012/07/25,1,17.3237,21.957,35.3874,7.20723,2.0547,8.7587,-33.8961111,25.70222222
2012/07/25,1,17.3239,21.885,35.3871,7.20893,2.0936,8.7434,-33.8961111,25.70222222
2012/07/25,1,17.3237,21.786,35.3872,7.20969,2.1089,8.5756,-33.8961111,25.70222222
2012/07/25,1,17.3237,21.78,35.3877,7.21153,2.0234,8.5756,-33.8961111,25.70222222
2012/07/25,1,17.3239,21.715,35.3869,7.21171,1.9135,8.7739,-33.8961111,25.70222222
2012/07/25,1,17.3239,21.571,35.3871,7.21614,2.0158,9.0333,-33.8961111,25.70222222
2012/07/25,1,17.3239,21.439,35.3874,7.22324,2.0097,8.8502,-33.8961111,25.70222222
2012/07/25,1,17.3237,21.387,35.3876,7.22127,2.0692,8.7434,-33.8961111,25.70222222
2012/07/25,1,17.3239,21.242,35.3873,7.21617,2.0211,8.7892,-33.8961111,25.70222222
2012/07/25,1,17.3239,21.058,35.3878,7.22081,1.9433,8.9265,-33.8961111,25.70222222
2012/07/25,1,17.3241,20.912,35.3882,7.22553,1.8716,8.6213,-33.8961111,25.70222222
2012/07/25,1,17.3244,20.748,35.3882,7.22821,1.9944,8.5603,-33.8961111,25.70222222
2012/07/25,1,17.3249,20.636,35.3878,7.22916,2.0745,8.5756,-33.8961111,25.70222222
2012/07/25,1,17.325,20.576,35.3879,7.21975,2.0486,8.3467,-33.8961111,25.70222222
2012/07/25,1,17.3254,20.475,35.3874,7.21248,1.9593,8.5145,-33.8961111,25.70222222
2012/07/25,1,17.3255,20.334,35.3876,7.20868,2.6368,8.484,-33.8961111,25.70222222
2012/07/25,1,17.3255,20.213,35.3879,7.20165,2.7688,8.6061,-33.8961111,25.70222222
2012/07/25,1,17.3258,20.065,35.3877,7.20299,2.5125,8.7129,-33.8961111,25.70222222
2012/07/25,1,17.3259,19.866,35.3881,7.2054,2.3621,8.5756,-33.8961111,25.70222222
2012/07/25,1,17.3262,19.72,35.3879,7.21782,2.3583,8.5145,-33.8961111,25.70222222
2012/07/25,1,17.3265,19.557,35.3879,7.23593,3.0664,8.6519,-33.8961111,25.70222222
2012/07/25,1,17.3269,19.328,35.3884,7.25606,2.794,8.6519,-33.8961111,25.70222222
2012/07/25,1,17.3274,19.08,35.389,7.259,2.5331,8.5145,-33.8961111,25.70222222
2012/07/25,1,17.3279,18.905,35.3886,7.27016,2.3553,8.3009,-33.8961111,25.70222222
2012/07/25,1,17.3285,18.734,35.3882,7.26799,2.3019,8.2551,-33.8961111,25.70222222
2012/07/25,1,17.329,18.591,35.3877,7.26453,2.1745,7.8584,-33.8961111,25.70222222
2012/07/25,1,17.3291,18.527,35.3877,7.26474,2.9855,7.5532,-33.8961111,25.70222222
2012/07/25,1,17.3293,18.425,35.3877,7.26512,2.8779,7.7363,-33.8961111,25.70222222
2012/07/25,1,17.3297,18.26,35.3881,7.27098,2.736,7.7974,-33.8961111,25.70222222
2012/07/25,1,17.3302,18.136,35.3882,7.27263,2.5086,7.9042,-33.8961111,25.70222222
2012/07/25,1,17.3307,17.995,35.3876,7.27857,2.2859,7.9347,-33.8961111,25.70222222
2012/07/25,1,17.3313,17.856,35.3879,7.28957,2.3004,7.7516,-33.8961111,25.70222222
2012/07/25,1,17.3318,17.746,35.3877,7.29592,2.7879,7.8584,-33.8961111,25.70222222
2012/07/25,1,17.3321,17.605,35.3873,7.28939,3.0709,8.3467,-33.8961111,25.70222222
2012/07/25,1,17.3324,17.446,35.3871,7.27822,2.8428,8.8045,-33.8961111,25.70222222
2012/07/25,1,17.3325,17.298,35.3871,7.27155,2.5269,8.3009,-33.8961111,25.70222222
2012/07/25,1,17.3325,17.164,35.3871,7.2569,2.3728,8.1025,-33.8961111,25.70222222
2012/07/25,1,17.3325,17.039,35.3874,7.25979,2.308,8.2856,-33.8961111,25.70222222
2012/07/25,1,17.3327,16.967,35.3872,7.25712,2.1867,8.1636,-33.8961111,25.70222222
2012/07/25,1,17.3329,16.898,35.3869,7.26335,2.7284,8.3009,-33.8961111,25.70222222
2012/07/25,1,17.333,16.784,35.3868,7.25885,2.8932,8.4077,-33.8961111,25.70222222
2012/07/25,1,17.333,16.658,35.3871,7.25846,2.6216,8.423,-33.8961111,25.70222222
2012/07/25,1,17.3332,16.568,35.3865,7.26013,2.4789,8.4077,-33.8961111,25.70222222
2012/07/25,1,17.3331,16.418,35.3864,7.27571,2.3507,8.1941,-33.8961111,25.70222222
2012/07/25,1,17.3332,16.289,35.3866,7.28387,2.2294,8.0262,-33.8961111,25.70222222
2012/07/25,1,17.3333,16.214,35.3863,7.29326,2.1127,7.599,-33.8961111,25.70222222
2012/07/25,1,17.3332,16.091,35.3864,7.29504,2.0318,7.5685,-33.8961111,25.70222222
2012/07/25,1,17.3332,15.925,35.386,7.2953,1.9616,7.66,-33.8961111,25.70222222
2012/07/25,1,17.3331,15.789,35.3861,7.29817,2.2958,7.66,-33.8961111,25.70222222
2012/07/25,1,17.333,15.596,35.3863,7.29675,2.5201,7.6143,-33.8961111,25.70222222
2012/07/25,1,17.333,15.395,35.3862,7.30308,2.5277,7.7974,-33.8961111,25.70222222
2012/07/25,1,17.3328,15.238,35.3864,7.30111,2.4758,8.0873,-33.8961111,25.70222222
2012/07/25,1,17.333,15.108,35.3863,7.29579,2.7253,7.9347,-33.8961111,25.70222222
2012/07/25,1,17.333,15,35.3868,7.29863,2.7001,7.9347,-33.8961111,25.70222222
2012/07/25,1,17.3334,14.926,35.3862,7.29271,2.7169,7.9957,-33.8961111,25.70222222
2012/07/25,1,17.3336,14.884,35.3861,7.30691,2.7444,7.8431,-33.8961111,25.70222222
2012/07/25,1,17.3339,14.778,35.3861,7.30858,2.5544,7.95,-33.8961111,25.70222222
2012/07/25,1,17.3339,14.673,35.3858,7.31746,2.3965,8.2856,-33.8961111,25.70222222
2012/07/25,1,17.3341,14.554,35.386,7.32523,2.6002,8.1636,-33.8961111,25.70222222
2012/07/25,1,17.3341,14.371,35.3856,7.3428,3.6126,8.2094,-33.8961111,25.70222222
2012/07/25,1,17.3342,14.16,35.3844,7.349,3.9415,8.0262,-33.8961111,25.70222222
2012/07/25,1,17.3336,14.015,35.3834,7.35968,3.4074,8.0262,-33.8961111,25.70222222
2012/07/25,1,17.3329,13.846,35.3827,7.36421,8.2613,8.2399,-33.8961111,25.70222222
2012/07/25,1,17.332,13.683,35.3835,7.3581,7.6326,8.1178,-33.8961111,25.70222222
2012/07/25,1,17.3315,13.578,35.3842,7.3542,5.8633,7.9042,-33.8961111,25.70222222
2012/07/25,1,17.3313,13.441,35.3847,7.35023,4.4175,7.7058,-33.8961111,25.70222222
2012/07/25,1,17.3314,13.255,35.3849,7.34437,4.0345,7.7668,-33.8961111,25.70222222
2012/07/25,1,17.3316,13.083,35.3849,7.33523,4.1597,7.7058,-33.8961111,25.70222222
2012/07/25,1,17.3316,12.986,35.3846,7.31881,3.679,7.538,-33.8961111,25.70222222
2012/07/25,1,17.3318,12.878,35.3848,7.3066,3.1327,7.3243,-33.8961111,25.70222222
2012/07/25,1,17.3318,12.773,35.3845,7.29166,2.7009,7.4159,-33.8961111,25.70222222
2012/07/25,1,17.332,12.715,35.3846,7.28459,2.456,7.4006,-33.8961111,25.70222222
2012/07/25,1,17.3321,12.625,35.3852,7.26968,2.3164,7.538,-33.8961111,25.70222222
2012/07/25,1,17.3325,12.487,35.3859,7.26993,2.1676,7.4311,-33.8961111,25.70222222
2012/07/25,1,17.3332,12.393,35.3855,7.27003,2.0516,7.5837,-33.8961111,25.70222222
2012/07/25,1,17.3339,12.305,35.3849,7.27658,2.0081,7.7668,-33.8961111,25.70222222
2012/07/25,1,17.3345,12.187,35.3843,7.28802,2.2279,7.7516,-33.8961111,25.70222222
2012/07/25,1,17.3347,12.081,35.3841,7.30436,2.4842,7.7516,-33.8961111,25.70222222
2012/07/25,1,17.3348,11.996,35.384,7.31222,2.4339,7.5837,-33.8961111,25.70222222
2012/07/25,1,17.3348,11.882,35.3843,7.31258,2.646,7.6295,-33.8961111,25.70222222
2012/07/25,1,17.3352,11.741,35.384,7.29932,2.6666,7.7974,-33.8961111,25.70222222
2012/07/25,1,17.3352,11.662,35.3836,7.29208,3.4913,7.7668,-33.8961111,25.70222222
2012/07/25,1,17.3351,11.553,35.3837,7.28447,3.4898,8.2246,-33.8961111,25.70222222
2012/07/25,1,17.335,11.398,35.3841,7.28694,3.1495,7.9194,-33.8961111,25.70222222
2012/07/25,1,17.3351,11.293,35.3848,7.28244,2.9748,7.6753,-33.8961111,25.70222222
2012/07/25,1,17.3356,11.185,35.385,7.27958,2.8352,7.7974,-33.8961111,25.70222222
2012/07/25,1,17.3362,11.001,35.3846,7.29087,2.7497,7.7974,-33.8961111,25.70222222
2012/07/25,1,17.3367,10.846,35.384,7.29852,2.6879,7.4922,-33.8961111,25.70222222
2012/07/25,1,17.3369,10.703,35.3838,7.2953,2.5651,7.4464,-33.8961111,25.70222222
2012/07/25,1,17.3371,10.535,35.3835,7.30605,2.6635,7.3548,-33.8961111,25.70222222
2012/07/25,1,17.3372,10.425,35.3833,7.30937,2.9931,7.3396,-33.8961111,25.70222222
2012/07/25,1,17.3374,10.304,35.3829,7.31031,3.3197,7.2786,-33.8961111,25.70222222
2012/07/25,1,17.3373,10.165,35.383,7.31707,3.2502,7.4159,-33.8961111,25.70222222
2012/07/25,1,17.3374,10.06,35.3835,7.32679,3.0252,7.248,-33.8961111,25.70222222
2012/07/25,1,17.3377,9.981,35.3832,7.3348,3.1861,7.3854,-33.8961111,25.70222222
2012/07/25,1,17.3378,9.847,35.3845,7.33741,3.0358,7.2023,-33.8961111,25.70222222
2012/07/25,1,17.3385,9.767,35.3851,7.33737,2.8413,6.9581,-33.8961111,25.70222222
2012/07/25,1,17.3395,9.675,35.3851,7.35591,2.8298,6.775,-33.8961111,25.70222222
2012/07/25,1,17.3405,9.511,35.3844,7.36244,2.8787,6.7903,-33.8961111,25.70222222
2012/07/25,1,17.3412,9.367,35.3843,7.37311,2.7184,6.7445,-33.8961111,25.70222222
2012/07/25,1,17.342,9.217,35.3853,7.3848,2.6307,6.9734,-33.8961111,25.70222222
2012/07/25,1,17.3429,9.016,35.3862,7.39257,2.4888,7.0649,-33.8961111,25.70222222
2012/07/25,1,17.3448,8.908,35.3853,7.4119,2.5781,7.0039,-33.8961111,25.70222222
2012/07/25,1,17.3462,8.788,35.3843,7.42894,3.3761,7.3091,-33.8961111,25.70222222
2012/07/25,1,17.347,8.619,35.3848,7.43874,3.9087,7.2328,-33.8961111,25.70222222
2012/07/25,1,17.3479,8.452,35.3845,7.44044,3.5928,7.3243,-33.8961111,25.70222222
2012/07/25,1,17.349,8.324,35.3837,7.45071,3.1709,7.2175,-33.8961111,25.70222222
2012/07/25,1,17.3497,8.149,35.3838,7.44931,2.8459,7.4922,-33.8961111,25.70222222
2012/07/25,1,17.3503,8.06,35.3829,7.44516,3.2922,7.2633,-33.8961111,25.70222222
2012/07/25,1,17.3505,8.026,35.3847,7.43812,3.8995,7.0192,-33.8961111,25.70222222
2012/07/25,1,17.3514,7.948,35.3864,7.42568,3.4822,6.9429,-33.8961111,25.70222222
2012/07/25,1,17.353,7.824,35.3907,7.42041,3.325,6.8513,-33.8961111,25.70222222
2012/07/25,1,17.3561,7.714,35.3904,7.41597,4.0017,6.9276,-33.8961111,25.70222222
2012/07/25,1,17.3598,7.511,35.3983,7.41622,3.9834,7.0039,-33.8961111,25.70222222
2012/07/25,1,17.3663,7.314,35.3939,7.42489,3.5089,7.2938,-33.8961111,25.70222222
2012/07/25,1,17.372,7.19,35.3982,7.43211,3.283,7.2328,-33.8961111,25.70222222
2012/07/25,1,17.3783,7.007,35.3981,7.43691,2.8832,7.4006,-33.8961111,25.70222222
2012/07/25,1,17.3853,6.83,35.3988,7.44003,2.5796,7.4006,-33.8961111,25.70222222
2012/07/25,1,17.3924,6.735,35.4026,7.44693,2.6338,7.4617,-33.8961111,25.70222222
2012/07/25,1,17.4012,6.637,35.4049,7.45178,3.2708,7.3396,-33.8961111,25.70222222
2012/07/25,1,17.411,6.534,35.3991,7.45595,3.2945,7.5532,-33.8961111,25.70222222
2012/07/25,1,17.4179,6.493,35.3912,7.46094,3.0213,7.4464,-33.8961111,25.70222222
2012/07/25,1,17.4214,6.467,35.3902,7.46707,3.428,7.7058,-33.8961111,25.70222222
2012/07/25,1,17.4235,6.456,35.3902,7.4675,4.004,7.5532,-33.8961111,25.70222222
2012/07/25,1,17.4252,6.458,35.3908,7.47655,3.7233,7.7363,-33.8961111,25.70222222
2012/07/25,1,17.4276,6.464,35.3896,7.48733,3.7561,7.6295,-33.8961111,25.70222222
2012/07/25,1,17.4291,6.471,35.3881,7.49326,3.6676,7.4006,-33.8961111,25.70222222
2012/07/25,1,17.4298,6.446,35.3873,7.49958,3.2365,7.7363,-33.8961111,25.70222222
2012/07/25,1,17.43,6.37,35.3899,7.50336,2.9931,7.7974,-33.8961111,25.70222222
2012/07/25,1,17.4311,6.251,35.3909,7.51192,2.8169,8.2399,-33.8961111,25.70222222
2012/07/25,1,17.4329,6.095,35.3935,7.50698,2.8909,8.4382,-33.8961111,25.70222222
2012/07/25,1,17.4359,5.973,35.3983,7.50627,2.8672,8.3619,-33.8961111,25.70222222
2012/07/25,1,17.4412,5.816,35.3949,7.5034,2.8527,8.484,-33.8961111,25.70222222
2012/07/25,1,17.4456,5.657,35.4006,7.50181,2.6132,8.3009,-33.8961111,25.70222222
2012/07/25,1,17.4514,5.604,35.3984,7.50211,3.898,7.8279,-33.8961111,25.70222222
2012/07/25,1,17.4571,5.593,35.3999,7.49911,3.9735,7.9194,-33.8961111,25.70222222
2012/07/25,1,17.4627,5.5,35.3983,7.50721,4.2009,7.8279,-33.8961111,25.70222222
2012/07/25,1,17.468,5.35,35.3985,7.50276,4.3542,8.1331,-33.8961111,25.70222222
2012/07/25,1,17.4729,5.252,35.3958,7.50079,4.1291,8.3467,-33.8961111,25.70222222
2012/07/25,1,17.4767,5.1,35.4012,7.49101,3.5356,8.6824,-33.8961111,25.70222222
2012/07/25,1,17.4823,4.903,35.4097,7.4797,3.0129,8.4535,-33.8961111,25.70222222
2012/07/25,1,17.492,4.813,35.4013,7.46793,2.6834,8.6824,-33.8961111,25.70222222
2012/07/25,1,17.498,4.714,35.405,7.46453,2.5071,8.4382,-33.8961111,25.70222222
2012/07/25,1,17.5047,4.665,35.3892,7.46891,2.3293,8.484,-33.8961111,25.70222222
2012/07/25,1,17.5058,4.656,35.3883,7.46726,2.292,8.6824,-33.8961111,25.70222222
2012/07/25,1,17.5046,4.654,35.3849,7.47657,2.3019,9.2012,-33.8961111,25.70222222
2012/07/25,1,17.5017,4.679,35.3818,7.4851,2.5086,8.896,-33.8961111,25.70222222
2012/07/25,1,17.4974,4.703,35.38,7.49072,2.4117,8.8045,-33.8961111,25.70222222
2012/07/25,1,17.4922,4.714,35.3834,7.5043,2.4957,8.7587,-33.8961111,25.70222222
2012/07/25,1,17.4881,4.623,35.381,7.50731,2.3927,8.6519,-33.8961111,25.70222222
2012/07/25,1,17.484,4.482,35.4047,7.50505,2.4346,8.9113,-33.8961111,25.70222222
2012/07/25,1,17.4881,4.361,35.4003,7.49798,2.6238,9.1402,-33.8961111,25.70222222
2012/07/25,1,17.4942,4.183,35.3977,7.49042,2.7177,8.9876,-33.8961111,25.70222222
2012/07/25,1,17.4971,4.045,35.4077,7.48886,2.5865,9.2012,-33.8961111,25.70222222
2012/07/25,1,17.5045,3.93,35.3943,7.47567,2.3751,8.9723,-33.8961111,25.70222222
2012/07/25,1,17.5077,3.778,35.4006,7.46243,2.3278,8.7892,-33.8961111,25.70222222
2012/07/25,1,17.5115,3.659,35.3987,7.45224,2.2729,8.5451,-33.8961111,25.70222222
2012/07/25,1,17.5153,3.536,35.3959,7.45147,2.3408,8.6366,-33.8961111,25.70222222
2012/07/25,1,17.5176,3.354,35.3936,7.45665,2.3286,8.6061,-33.8961111,25.70222222
2012/07/25,1,17.5187,3.271,35.3921,7.47071,2.2439,8.3925,-33.8961111,25.70222222
2012/07/25,1,17.5188,3.238,35.3922,7.48681,2.3736,8.4382,-33.8961111,25.70222222
2012/07/25,1,17.5188,3.242,35.3917,7.50987,2.4201,8.4077,-33.8961111,25.70222222
2012/07/25,1,17.5186,3.249,35.3922,7.52892,2.3614,8.484,-33.8961111,25.70222222
2012/07/25,1,17.5184,3.236,35.3922,7.55048,2.5277,8.6213,-33.8961111,25.70222222
2012/07/25,1,17.5183,3.231,35.392,7.5618,2.4911,8.7129,-33.8961111,25.70222222
2012/07/25,1,17.5181,3.249,35.392,7.56547,2.321,9.8878,-33.8961111,25.70222222
2012/07/25,1,17.5178,3.204,35.3917,7.57006,2.2645,9.8573,-33.8961111,25.70222222
2012/07/25,1,17.5172,3.09,35.3921,7.56937,2.4484,9.308,-33.8961111,25.70222222
2012/07/25,1,17.5169,2.947,35.3919,7.56722,2.3713,9.0028,-33.8961111,25.70222222
2012/07/25,1,17.5164,2.814,35.3931,7.57071,2.2485,8.7129,-33.8961111,25.70222222
2012/07/25,1,17.5168,2.619,35.3938,7.57598,2.1523,8.5145,-33.8961111,25.70222222
2012/07/25,1,17.5173,2.415,35.3923,7.57287,2.131,8.2551,-33.8961111,25.70222222
2012/07/25,1,17.5172,2.286,35.392,7.56855,2.1264,8.0568,-33.8961111,25.70222222
2012/07/25,1,17.5168,2.173,35.3923,7.57088,2.2981,8.2094,-33.8961111,25.70222222
2012/07/25,1,17.5166,2.118,35.3925,7.57419,2.5567,8.2856,-33.8961111,25.70222222
2012/07/25,1,17.5165,2.072,35.3938,7.57454,2.5262,8.1025,-33.8961111,25.70222222
2012/07/25,1,17.5171,2.07,35.3933,7.56399,2.5857,8.1178,-33.8961111,25.70222222
2012/07/25,1,17.5175,2.046,35.3924,7.56398,2.5643,8.1331,-33.8961111,25.70222222
2012/07/25,1,17.5175,2.003,35.3915,7.553,2.5147,8.2856,-33.8961111,25.70222222
2012/07/25,1,17.5172,1.844,35.3921,7.56139,2.3942,8.4077,-33.8961111,25.70222222
2012/07/25,1,17.5168,1.736,35.3925,7.55743,2.5216,8.3314,-33.8961111,25.70222222
2012/07/25,1,17.5166,1.588,35.3899,7.55128,2.6238,8.2551,-33.8961111,25.70222222
2012/07/25,1,17.5155,1.405,35.3907,7.54491,2.5964,8.4535,-33.8961111,25.70222222
2012/07/25,1,17.5143,1.306,35.3922,7.53707,2.5544,8.3619,-33.8961111,25.70222222
2012/07/25,1,17.5138,1.158,35.3918,7.5199,2.5811,8.0568,-33.8961111,25.70222222
2012/07/25,1,17.5132,0.997,35.3906,7.50981,2.6185,7.9957,-33.8961111,25.70222222
2012/07/25,1,17.5122,0.936,35.3908,7.50839,2.8657,8.4077,-33.8961111,25.70222222
2012/07/25,1,17.5109,0.822,35.3906,7.50328,2.9328,8.3619,-33.8961111,25.70222222
2012/07/25,1,17.51,0.638,35.3894,7.5091,2.9191,8.2551,-33.8961111,25.70222222
2012/07/25,1,17.5079,0.504,35.3926,7.52652,2.7604,8.3925,-33.8961111,25.70222222
2012/07/25,1,17.5077,0.343,35.3938,7.53078,2.6994,8.484,-33.8961111,25.70222222
2012/07/25,1,17.5079,0.168,35.3921,7.55428,3.1755,8.3009,-33.8961111,25.70222222
2012/07/25,1,17.5074,0.13,35.3666,7.56623,3.0099,8.6061,-33.8961111,25.70222222
2012/07/25,1,17.5069,0.124,35.3929,7.57332,2.62,8.6213,-33.8961111,25.70222222
2012/07/25,1,17.507,0.103,35.3912,7.57438,2.5216,8.4535,-33.8961111,25.70222222
2012/07/25,1,17.5052,0.083,9.3977,8.84594,2.3568,8.6519,-33.8961111,25.70222222
2012/07/25,1,17.4936,0.076,3.9545,9.13223,2.2538,8.2246,-33.8961111,25.70222222
2012/07/25,1,17.4783,0.081,3.1071,9.17339,2.1516,8.3772,-33.8961111,25.70222222
2012/07/25,1,17.4658,0.083,2.4678,9.21153,2.06,8.2551,-33.8961111,25.70222222
2012/07/25,2,17.4039,23.233,35.4436,7.30054,1.0834,8.0873,-33.8261111,25.75416667
2012/07/25,2,17.4046,23.195,35.4416,7.30096,1.1178,7.9194,-33.8261111,25.75416667
2012/07/25,2,17.4048,23.162,35.4401,7.30039,1.1452,8.1788,-33.8261111,25.75416667
2012/07/25,2,17.4038,23.054,35.4431,7.29869,1.1422,8.2399,-33.8261111,25.75416667
2012/07/25,2,17.4038,22.906,35.4433,7.30891,1.1491,8.2246,-33.8261111,25.75416667
2012/07/25,2,17.4044,22.799,35.4464,7.32302,1.1735,8.6213,-33.8261111,25.75416667
2012/07/25,2,17.4055,22.797,35.4454,7.3274,1.1788,8.6213,-33.8261111,25.75416667
2012/07/25,2,17.4064,22.832,35.4435,7.33055,1.1567,8.3467,-33.8261111,25.75416667
2012/07/25,2,17.4071,22.875,35.4448,7.33634,1.1765,8.3162,-33.8261111,25.75416667
2012/07/25,2,17.4082,22.843,35.4433,7.33839,1.1994,8.4077,-33.8261111,25.75416667
2012/07/25,2,17.4086,22.709,35.4424,7.35908,1.2246,8.2856,-33.8261111,25.75416667
2012/07/25,2,17.4083,22.633,35.4453,7.36769,1.3215,8.2704,-33.8261111,25.75416667
2012/07/25,2,17.4088,22.496,35.4458,7.36699,1.2879,8.3925,-33.8261111,25.75416667
2012/07/25,2,17.4097,22.266,35.4487,7.37519,1.2398,8.2856,-33.8261111,25.75416667
2012/07/25,2,17.4111,22.08,35.4489,7.35521,1.1986,8.1636,-33.8261111,25.75416667
2012/07/25,2,17.413,21.889,35.4496,7.36098,1.1956,8.2399,-33.8261111,25.75416667
2012/07/25,2,17.4147,21.721,35.4498,7.36627,1.188,8.1788,-33.8261111,25.75416667
2012/07/25,2,17.4163,21.696,35.4486,7.3677,1.1697,8.011,-33.8261111,25.75416667
2012/07/25,2,17.4174,21.528,35.4488,7.35894,1.191,7.8126,-33.8261111,25.75416667
2012/07/25,2,17.4182,21.323,35.4492,7.35541,1.1811,7.66,-33.8261111,25.75416667
2012/07/25,2,17.4191,21.175,35.4487,7.35413,1.1994,7.5532,-33.8261111,25.75416667
2012/07/25,2,17.4197,20.978,35.4485,7.36336,1.1811,7.3396,-33.8261111,25.75416667
2012/07/25,2,17.4202,20.821,35.4474,7.3733,1.1887,7.4006,-33.8261111,25.75416667
2012/07/25,2,17.4203,20.688,35.4467,7.37422,1.1544,7.3091,-33.8261111,25.75416667
2012/07/25,2,17.4202,20.462,35.4464,7.36797,1.1483,7.6295,-33.8261111,25.75416667
2012/07/25,2,17.4198,20.285,35.4468,7.37387,1.1178,7.4617,-33.8261111,25.75416667
2012/07/25,2,17.4198,20.109,35.446,7.38533,1.133,7.2938,-33.8261111,25.75416667
2012/07/25,2,17.4195,19.914,35.4453,7.39316,1.2025,7.248,-33.8261111,25.75416667
2012/07/25,2,17.4189,19.835,35.4452,7.40058,1.2467,7.0497,-33.8261111,25.75416667
2012/07/25,2,17.4184,19.634,35.4478,7.41139,1.2139,6.9429,-33.8261111,25.75416667
2012/07/25,2,17.4189,19.372,35.4489,7.42752,1.1925,6.9734,-33.8261111,25.75416667
2012/07/25,2,17.42,19.166,35.4492,7.44098,1.1597,6.8666,-33.8261111,25.75416667
2012/07/25,2,17.421,18.926,35.4486,7.44373,1.175,6.7597,-33.8261111,25.75416667
2012/07/25,2,17.4218,18.785,35.448,7.45178,1.2185,6.836,-33.8261111,25.75416667
2012/07/25,2,17.4222,18.678,35.4476,7.44815,1.2269,7.0497,-33.8261111,25.75416667
2012/07/25,2,17.4226,18.51,35.4476,7.44727,1.2093,7.0344,-33.8261111,25.75416667
2012/07/25,2,17.4229,18.509,35.4478,7.42668,1.188,6.7903,-33.8261111,25.75416667
2012/07/25,2,17.4232,18.424,35.4473,7.41284,1.2803,6.5919,-33.8261111,25.75416667
2012/07/25,2,17.4234,18.277,35.4472,7.40491,1.3222,6.7445,-33.8261111,25.75416667
2012/07/25,2,17.4237,18.174,35.4467,7.39622,1.2666,6.5766,-33.8261111,25.75416667
2012/07/25,2,17.4236,17.945,35.4471,7.39864,1.2261,6.8513,-33.8261111,25.75416667
2012/07/25,2,17.4237,17.714,35.4474,7.39032,1.3139,6.8513,-33.8261111,25.75416667
2012/07/25,2,17.4237,17.573,35.4477,7.40297,1.3146,6.7903,-33.8261111,25.75416667
2012/07/25,2,17.424,17.417,35.4475,7.41033,1.2742,6.7903,-33.8261111,25.75416667
2012/07/25,2,17.4242,17.369,35.4476,7.41797,1.2727,6.8666,-33.8261111,25.75416667
