ccode,country.name,year,value
826,United Kingdom,1838,2485.5803
840,United States,1838,1695
36,Australia,1839,1087
208,Denmark,1839,1395
250,France,1839,1336
300,Greece,1839,1267
380,Italy,1839,1489.3066
528,Netherlands,1839,2236
578,Norway,1839,858
752,Sweden,1839,970.0722
826,United Kingdom,1839,2435.123
840,United States,1839,1778
36,Australia,1840,1374
40,Austria,1840,1515
124,Canada,1840,1162
208,Denmark,1840,1428
250,France,1840,1428
300,Greece,1840,1212
380,Italy,1840,1537.2082
528,Netherlands,1840,2257
578,Norway,1840,935
710,South Africa,1840,736
752,Sweden,1840,983.9209
826,United Kingdom,1840,2521.0175
840,United States,1840,1690
36,Australia,1841,1172
208,Denmark,1841,1414
250,France,1841,1456
300,Greece,1841,1203
356,India,1841,592
380,Italy,1841,1567.6911
528,Netherlands,1841,2279
578,Norway,1841,951
752,Sweden,1841,971.5041
826,United Kingdom,1841,2443.1102
840,United States,1841,1655
36,Australia,1842,1069
208,Denmark,1842,1407
250,France,1842,1418
300,Greece,1842,1229
380,Italy,1842,1580.7552
528,Netherlands,1842,2224
578,Norway,1842,955
752,Sweden,1842,925.7345
826,United Kingdom,1842,2389.3604
840,United States,1842,1641
36,Australia,1843,1239
208,Denmark,1843,1476
250,France,1843,1487
300,Greece,1843,1037
380,Italy,1843,1502.3707
528,Netherlands,1843,2185
578,Norway,1843,933
710,South Africa,1843,685
752,Sweden,1843,945.8373
826,United Kingdom,1843,2477.8004
840,United States,1843,1666
36,Australia,1844,1409
208,Denmark,1844,1527
250,France,1844,1533
300,Greece,1844,1005
380,Italy,1844,1502.3707
528,Netherlands,1844,2206
578,Norway,1844,949
752,Sweden,1844,986.7343
826,United Kingdom,1844,2663.3572
840,United States,1844,1757
36,Australia,1845,1449
208,Denmark,1845,1551
250,France,1845,1480
300,Greece,1845,968
380,Italy,1845,1515.4347
528,Netherlands,1845,2190
578,Norway,1845,990
752,Sweden,1845,1009.6
826,United Kingdom,1845,2752.1297
840,United States,1845,1785
36,Australia,1846,1602
56,Belgium,1846,1694
208,Denmark,1846,1569
250,France,1846,1478
300,Greece,1846,1061
380,Italy,1846,1502.3707
528,Netherlands,1846,2193
578,Norway,1846,1006
752,Sweden,1846,974.8831
826,United Kingdom,1846,2719.3479
840,United States,1846,1795
36,Australia,1847,1853
56,Belgium,1847,1762
208,Denmark,1847,1547
250,France,1847,1635
300,Greece,1847,904
380,Italy,1847,1467.5331
528,Netherlands,1847,2208
578,Norway,1847,966
710,South Africa,1847,588
752,Sweden,1847,1000.4432
826,United Kingdom,1847,2656.4379
840,United States,1847,1842
36,Australia,1848,2121
56,Belgium,1848,1754
208,Denmark,1848,1612
250,France,1848,1529
300,Greece,1848,975
380,Italy,1848,1506.7254
528,Netherlands,1848,2245
578,Norway,1848,912
752,Sweden,1848,1011.1292
826,United Kingdom,1848,2735.7204
840,United States,1848,1890
36,Australia,1849,2095
56,Belgium,1849,1790
208,Denmark,1849,1691
250,France,1849,1572
300,Greece,1849,998
380,Italy,1849,1498.016
528,Netherlands,1849,2311
578,Norway,1849,935
752,Sweden,1849,1048.5438
826,United Kingdom,1849,2774.2018
840,United States,1849,1841
32,Argentina,1850,1251.4124
36,Australia,1850,1975
40,Austria,1850,1650
56,Belgium,1850,1847
76,Brazil,1850,683.4999
124,Canada,1850,1330
152,Chile,1850,909.5046
156,China,1850,600
170,Colombia,1850,491.6338
192,Cuba,1850,771.8369
208,Denmark,1850,1767
246,Finland,1850,911
250,France,1850,1597
276,Germany,1850,1428
300,Greece,1850,1008
380,Italy,1850,1480.5972
388,Jamaica,1850,543.8596
392,Japan,1850,681
484,Mexico,1850,655.624
528,Netherlands,1850,2355
554,New Zealand,1850,1144
578,Norway,1850,956
620,Portugal,1850,923
710,South Africa,1850,654
724,Spain,1850,1079
144,Sri Lanka,1850,564
752,Sweden,1850,1076.1334
826,United Kingdom,1850,2330
840,United States,1850,1849
858,Uruguay,1850,1467.5876
862,Venezuela,1850,729.4973
36,Australia,1851,2344
56,Belgium,1851,1886
208,Denmark,1851,1662
250,France,1851,1568
276,Germany,1851,1408
300,Greece,1851,1235
356,India,1851,594
380,Italy,1851,1480.5972
528,Netherlands,1851,2388
578,Norway,1851,1014
620,Portugal,1851,991
710,South Africa,1851,774
724,Spain,1851,1089
752,Sweden,1851,1054.6604
756,Switzerland,1851,2293
826,United Kingdom,1851,2450.8072
840,United States,1851,1924
36,Australia,1852,2749
56,Belgium,1852,1924
208,Denmark,1852,1702
250,France,1852,1664
276,Germany,1852,1426
300,Greece,1852,1043
380,Italy,1852,1458.8237
528,Netherlands,1852,2361
578,Norway,1852,1003
710,South Africa,1852,812
724,Spain,1852,1133
752,Sweden,1852,1032.3993
756,Switzerland,1852,2374
826,United Kingdom,1852,2480.4255
840,United States,1852,2022
36,Australia,1853,3010
56,Belgium,1853,1962
208,Denmark,1853,1692
250,France,1853,1578
276,Germany,1853,1413
300,Greece,1853,1143
380,Italy,1853,1428.3408
528,Netherlands,1853,2308
578,Norway,1853,1048
710,South Africa,1853,872
724,Spain,1853,1136
752,Sweden,1853,1046.2038
756,Switzerland,1853,2142
826,United Kingdom,1853,2555.4536
840,United States,1853,2160
36,Australia,1854,2636
56,Belgium,1854,2070
208,Denmark,1854,1681
250,France,1854,1648
276,Germany,1854,1443
300,Greece,1854,1197
380,Italy,1854,1332.5375
528,Netherlands,1854,2449
578,Norway,1854,1076
710,South Africa,1854,848
724,Spain,1854,1150
752,Sweden,1854,1056.7051
756,Switzerland,1854,1796
826,United Kingdom,1854,2602.4922
840,United States,1854,2166
36,Australia,1855,2502
56,Belgium,1855,2071
208,Denmark,1855,1843
250,France,1855,1617
276,Germany,1855,1420
300,Greece,1855,1259
380,Italy,1855,1345.6015
528,Netherlands,1855,2382
578,Norway,1855,1128
620,Portugal,1855,919
710,South Africa,1855,910
724,Spain,1855,1202
752,Sweden,1855,1122.0871
756,Switzerland,1855,2156
826,United Kingdom,1855,2570.7838
840,United States,1855,2118
36,Australia,1856,3053
56,Belgium,1856,2170
208,Denmark,1856,1716
250,France,1856,1686
276,Germany,1856,1531
300,Greece,1856,1102
380,Italy,1856,1349.9562
528,Netherlands,1856,2477
578,Norway,1856,1105
710,South Africa,1856,733
724,Spain,1856,1163
752,Sweden,1856,1110.5761
756,Switzerland,1856,2141
826,United Kingdom,1856,2729.6447
840,United States,1856,2163
36,Australia,1857,2694
56,Belgium,1857,2211
208,Denmark,1857,1722
250,France,1857,1779
276,Germany,1857,1594
300,Greece,1857,1429
380,Italy,1857,1458.8237
528,Netherlands,1857,2434
578,Norway,1857,1042
710,South Africa,1857,868
724,Spain,1857,1132
752,Sweden,1857,1141.106
756,Switzerland,1857,2283
826,United Kingdom,1857,2757.2909
840,United States,1857,2115
36,Australia,1858,2297
56,Belgium,1858,2212
208,Denmark,1858,1688
250,France,1858,1900
276,Germany,1858,1574
300,Greece,1858,1378
380,Italy,1858,1515.4347
528,Netherlands,1858,2367
578,Norway,1858,1079
710,South Africa,1858,759
724,Spain,1858,1153
752,Sweden,1858,1154.7153
756,Switzerland,1858,3119
826,United Kingdom,1858,2742.3123
840,United States,1858,2126
36,Australia,1859,2966
56,Belgium,1859,2197
208,Denmark,1859,1778
250,France,1859,1774
276,Germany,1859,1565
300,Greece,1859,1356
380,Italy,1859,1467.5331
528,Netherlands,1859,2283
578,Norway,1859,1100
710,South Africa,1859,784
724,Spain,1859,1200
752,Sweden,1859,1196.356
756,Switzerland,1859,2832
826,United Kingdom,1859,2790.0907
840,United States,1859,2183
32,Argentina,1860,1355.2075
36,Australia,1860,2894
40,Austria,1860,1778
56,Belgium,1860,2293
76,Brazil,1860,680.032
124,Canada,1860,1451
152,Chile,1860,1081.6067
170,Colombia,1860,572.7282
192,Cuba,1860,927
208,Denmark,1860,1741
246,Finland,1860,959
250,France,1860,1892
276,Germany,1860,1639
300,Greece,1860,1333
380,Italy,1860,1458.8237
388,Jamaica,1860,537.1271
484,Mexico,1860,573.3281
528,Netherlands,1860,2392
554,New Zealand,1860,2212
578,Norway,1860,1137
710,South Africa,1860,812
724,Spain,1860,1236
752,Sweden,1860,1218.2484
756,Switzerland,1860,2339
826,United Kingdom,1860,2830.2409
840,United States,1860,2241
858,Uruguay,1860,1788.9811
862,Venezuela,1860,639.6552
36,Australia,1861,2851
56,Belgium,1861,2310
208,Denmark,1861,1747
246,Finland,1861,958
250,France,1861,1769
276,Germany,1861,1583
300,Greece,1861,1419
356,India,1861,562
380,Italy,1861,1450.1143
528,Netherlands,1861,2327
578,Norway,1861,1104
620,Portugal,1861,883
710,South Africa,1861,764
724,Spain,1861,1248
752,Sweden,1861,1170.4686
756,Switzerland,1861,2510
826,United Kingdom,1861,2884.0634
840,United States,1861,2195
36,Australia,1862,2740
56,Belgium,1862,2354
208,Denmark,1862,1779
246,Finland,1862,896
250,France,1862,1914
276,Germany,1862,1645
300,Greece,1862,1432
380,Italy,1862,1468.95
528,Netherlands,1862,2418
578,Norway,1862,1198
710,South Africa,1862,563
724,Spain,1862,1252
752,Sweden,1862,1134.3932
756,Switzerland,1862,2707
826,United Kingdom,1862,2880.1741
840,United States,1862,2263
36,Australia,1863,2730
56,Belgium,1863,2404
208,Denmark,1863,1869
246,Finland,1863,958
250,France,1863,1973
276,Germany,1863,1749
300,Greece,1863,1279
380,Italy,1863,1504.2369
528,Netherlands,1863,2463
578,Norway,1863,1199
710,South Africa,1863,601
724,Spain,1863,1277
752,Sweden,1863,1183.3672
756,Switzerland,1863,2583
826,United Kingdom,1863,2880.6615
840,United States,1863,2410
36,Australia,1864,2896
56,Belgium,1864,2466
208,Denmark,1864,1833
246,Finland,1864,969
250,France,1864,1988
276,Germany,1864,1780
300,Greece,1864,1163
380,Italy,1864,1506.4013
528,Netherlands,1864,2561
578,Norway,1864,1242
710,South Africa,1864,839
724,Spain,1864,1274
752,Sweden,1864,1204.4129
756,Switzerland,1864,2362
826,United Kingdom,1864,2935.4601
840,United States,1864,2489
36,Australia,1865,2762
56,Belgium,1865,2448
208,Denmark,1865,1875
246,Finland,1865,951
250,France,1865,1924
276,Germany,1865,1770
300,Greece,1865,1243
380,Italy,1865,1597.1425
528,Netherlands,1865,2566
578,Norway,1865,1293
620,Portugal,1865,891
710,South Africa,1865,618
724,Spain,1865,1230
752,Sweden,1865,1225.2875
756,Switzerland,1865,2634
826,United Kingdom,1865,3000.9638
840,United States,1865,2360
36,Australia,1866,2843
56,Belgium,1866,2503
208,Denmark,1866,1859
246,Finland,1866,958
250,France,1866,1934
276,Germany,1866,1771
300,Greece,1866,1186
380,Italy,1866,1594.4752
528,Netherlands,1866,2662
578,Norway,1866,1304
620,Portugal,1866,920
710,South Africa,1866,643
724,Spain,1866,1290
752,Sweden,1866,1205.1196
756,Switzerland,1866,2570
826,United Kingdom,1866,3023.0579
840,United States,1866,2342
36,Australia,1867,3109
56,Belgium,1867,2497
208,Denmark,1867,1840
246,Finland,1867,886
250,France,1867,1813
276,Germany,1867,1766
300,Greece,1867,1253
380,Italy,1867,1456.0373
528,Netherlands,1867,2571
578,Norway,1867,1329
620,Portugal,1867,941
710,South Africa,1867,761
724,Spain,1867,1283
752,Sweden,1867,1223.1493
756,Switzerland,1867,2249
826,United Kingdom,1867,2968.2389
840,United States,1867,2419
36,Australia,1868,3156
56,Belgium,1868,2569
208,Denmark,1868,1853
246,Finland,1868,1003
250,France,1868,1982
276,Germany,1868,1861
300,Greece,1868,1267
380,Italy,1868,1485.6339
528,Netherlands,1868,2587
578,Norway,1868,1321
620,Portugal,1868,945
710,South Africa,1868,769
724,Spain,1868,1149
752,Sweden,1868,1113.3742
756,Switzerland,1868,2739
826,United Kingdom,1868,3036.6348
840,United States,1868,2451
36,Australia,1869,3094
56,Belgium,1869,2663
208,Denmark,1869,1940
246,Finland,1869,1101
250,France,1869,2006
276,Germany,1869,1860
300,Greece,1869,1250
380,Italy,1869,1504.636
528,Netherlands,1869,2671
578,Norway,1869,1368
620,Portugal,1869,964
710,South Africa,1869,760
724,Spain,1869,1181
752,Sweden,1869,1192.9257
756,Switzerland,1869,3014
826,United Kingdom,1869,3030.7771
840,United States,1869,2516
8,Albania,1870,446
12,Algeria,1870,715
32,Argentina,1870,1467.6115
36,Australia,1870,3273
40,Austria,1870,1863
56,Belgium,1870,2692
76,Brazil,1870,712.9734
100,Bulgaria,1870,840
124,Canada,1870,1695
152,Chile,1870,1290.2512
156,China,1870,530
170,Colombia,1870,676.0031
192,Cuba,1870,927
208,Denmark,1870,2003
218,Ecuador,1870,411.241
818,Egypt,1870,649
246,Finland,1870,1140
250,France,1870,1876
276,Germany,1870,1839
288,Ghana,1870,439
300,Greece,1870,1216
348,Hungary,1870,1092
356,India,1870,533
364,Iran,1870,719
368,Iraq,1870,719
372,Ireland,1870,1775
380,Italy,1870,1541.7483
388,Jamaica,1870,530.4861
392,Japan,1870,737
400,Jordan,1870,718
422,Lebanon,1870,845
458,Malaysia,1870,663
484,Mexico,1870,650.7528
504,Morocco,1870,563
104,Myanmar,1870,504
524,Nepal,1870,397
528,Netherlands,1870,2755
554,New Zealand,1870,3100
408,North Korea,1870,337.2728
578,Norway,1870,1360
604,Peru,1870,839.7954
608,Philippines,1870,624
616,Poland,1870,946
620,Portugal,1870,975
642,Romania,1870,931
702,Singapore,1870,682
710,South Africa,1870,807
410,South Korea,1870,337.2728
724,Spain,1870,1207
144,Sri Lanka,1870,851
752,Sweden,1870,1345.0632
756,Switzerland,1870,2876
760,Syria,1870,844
764,Thailand,1870,608
788,Tunisia,1870,633
792,Turkey,1870,825
826,United Kingdom,1870,3190.434
840,United States,1870,2445
858,Uruguay,1870,2180.758
862,Venezuela,1870,570.4308
704,Vietnam,1870,505
36,Australia,1871,3299
40,Austria,1871,1979
56,Belgium,1871,2682
76,Brazil,1871,716.8337
124,Canada,1871,1755
152,Chile,1871,1273.5895
170,Colombia,1871,679.3831
208,Denmark,1871,1993
246,Finland,1871,1127
250,France,1871,1899
276,Germany,1871,1817
300,Greece,1871,1166
380,Italy,1871,1507.5455
392,Japan,1871,742
528,Netherlands,1871,2738
554,New Zealand,1871,3155
578,Norway,1871,1376
604,Peru,1871,881.9859
620,Portugal,1871,933
710,South Africa,1871,809
724,Spain,1871,1298
144,Sri Lanka,1871,827
752,Sweden,1871,1391.7585
756,Switzerland,1871,2930
826,United Kingdom,1871,3331.875
840,United States,1871,2503
858,Uruguay,1871,2177.9661
862,Venezuela,1871,577.3592
36,Australia,1872,3553
40,Austria,1872,1976
56,Belgium,1872,2824
76,Brazil,1872,720.6649
124,Canada,1872,1705
152,Chile,1872,1348.629
170,Colombia,1872,682.78
208,Denmark,1872,2087
246,Finland,1872,1145
250,France,1872,2078
276,Germany,1872,1931
300,Greece,1872,1133
380,Italy,1872,1473.9687
392,Japan,1872,746
528,Netherlands,1872,2769
554,New Zealand,1872,3523
578,Norway,1872,1457
604,Peru,1872,895.3915
620,Portugal,1872,954
710,South Africa,1872,1193
724,Spain,1872,1473
144,Sri Lanka,1872,785
752,Sweden,1872,1416.5171
756,Switzerland,1872,2595
826,United Kingdom,1872,3319.1654
840,United States,1872,2541
858,Uruguay,1872,2631.8681
862,Venezuela,1872,584.3717
36,Australia,1873,3824
40,Austria,1873,1913
56,Belgium,1873,2820
76,Brazil,1873,724.4642
124,Canada,1873,1842
152,Chile,1873,1416.6454
170,Colombia,1873,686.1939
208,Denmark,1873,2057
246,Finland,1873,1193
250,France,1873,1922
276,Germany,1873,1999
300,Greece,1873,1335
380,Italy,1873,1466.2123
392,Japan,1873,751
528,Netherlands,1873,2825
554,New Zealand,1873,3831
578,Norway,1873,1482
604,Peru,1873,889.8648
620,Portugal,1873,988
710,South Africa,1873,1028
724,Spain,1873,1598
144,Sri Lanka,1873,788
752,Sweden,1873,1432.9357
756,Switzerland,1873,2619
826,United Kingdom,1873,3364.6976
840,United States,1873,2604
858,Uruguay,1873,2601.0638
862,Venezuela,1873,591.4694
36,Australia,1874,3835
40,Austria,1874,1981
56,Belgium,1874,2890
76,Brazil,1874,728.3927
124,Canada,1874,1854
152,Chile,1874,1337.1583
170,Colombia,1874,689.6249
208,Denmark,1874,2096
246,Finland,1874,1204
250,France,1874,2157
276,Germany,1874,2124
300,Greece,1874,1263
380,Italy,1874,1542.3324
392,Japan,1874,756
528,Netherlands,1874,2721
554,New Zealand,1874,3843
578,Norway,1874,1524
604,Peru,1874,834.9699
620,Portugal,1874,966
710,South Africa,1874,979
724,Spain,1874,1459
144,Sri Lanka,1874,775
752,Sweden,1874,1487.1458
756,Switzerland,1874,3174
826,United Kingdom,1874,3386.4441
840,United States,1874,2527
858,Uruguay,1874,2315.2455
862,Venezuela,1874,596.3018
32,Argentina,1875,1635.3934
36,Australia,1875,4138
40,Austria,1875,1973
56,Belgium,1875,2861
76,Brazil,1875,732.3472
124,Canada,1875,1784
152,Chile,1875,1426.1302
170,Colombia,1875,693.073
208,Denmark,1875,2112
246,Finland,1875,1211
250,France,1875,2219
276,Germany,1875,2112
