ccode,country.name,year,value
784,United Arab Emirates,1700,1.274795
840,United States,1700,0.01835695
858,Uruguay,1700,0.007387644
860,Uzbekistan,1700,0.06708589
862,Venezuela,1700,0.6888675
704,Vietnam,1700,0.004350062
887,Yemen,1700,0.5671329
894,Zambia,1700,0.04562443
716,Zimbabwe,1700,0.09989603
4,Afghanistan,1710,0.4285986
8,Albania,1710,0.6647764
12,Algeria,1710,0.5696114
24,Angola,1710,0.09493334
28,Antigua and Barbuda,1710,0.09887996
32,Argentina,1710,0.4584118
51,Armenia,1710,0.01734572
40,Austria,1710,0.05419382
31,Azerbaijan,1710,0.05853361
44,Bahamas,1710,0.146592
48,Bahrain,1710,0.04614987
50,Bangladesh,1710,0.1371883
52,Barbados,1710,0.07304191
112,Belarus,1710,0.004969135
56,Belgium,1710,0.0004669376
84,Belize,1710,0.006282459
204,Benin,1710,0.1825135
64,Bhutan,1710,0.06527728
68,Bolivia,1710,0.2329992
70,Bosnia and Herzegovina,1710,0.02711202
72,Botswana,1710,0.932135
76,Brazil,1710,0.197464
96,Brunei,1710,0.04181801
100,Bulgaria,1710,0.0310481
854,Burkina Faso,1710,0.3544759
108,Burundi,1710,0.01060939
120,Cameroon,1710,0.09612765
124,Canada,1710,0.0009327616
132,Cape Verde,1710,0.1977154
140,Central African Republic,1710,0.2943208
148,Chad,1710,0.6597766
152,Chile,1710,0.04888925
156,China,1710,0.03998051
170,Colombia,1710,0.140503
174,Comoros,1710,0.4984791
178,Congo,1710,0.05301276
180,"Congo, DRC",1710,0.1267816
188,Costa Rica,1710,0.001085748
384,Cote d'Ivoire,1710,0.04591139
191,Croatia,1710,0.02639525
192,Cuba,1710,0.00455196
196,Cyprus,1710,0.2582612
203,Czech Republic,1710,0.0514152
262,Djibouti,1710,5.064559
212,Dominica,1710,0.07904474
214,Dominican Republic,1710,0.06226497
218,Ecuador,1710,0.03325654
818,Egypt,1710,0.02597641
222,El Salvador,1710,0.006294851
226,Equatorial Guinea,1710,0.01999537
232,Eritrea,1710,0.2561063
246,Finland,1710,0.0004481123
250,France,1710,0.02783181
266,Gabon,1710,0.1023881
268,Georgia,1710,0.01493546
276,Germany,1710,0.06340791
288,Ghana,1710,0.1213469
300,Greece,1710,0.7941146
308,Grenada,1710,0.03835869
320,Guatemala,1710,0.02060558
324,Guinea,1710,0.0189552
624,Guinea-Bissau,1710,0.194485
328,Guyana,1710,0.04276114
332,Haiti,1710,0.1054621
340,Honduras,1710,0.00701558
348,Hungary,1710,0.006631439
356,India,1710,0.05192262
360,Indonesia,1710,0.04913532
364,Iran,1710,0.5622075
368,Iraq,1710,0.3378854
376,Israel,1710,0.7942197
380,Italy,1710,0.08247383
388,Jamaica,1710,0.4551564
392,Japan,1710,0.006324789
400,Jordan,1710,0.4839976
398,Kazakhstan,1710,0.052034
404,Kenya,1710,0.5319825
414,Kuwait,1710,0.1466094
417,Kyrgyzstan,1710,0.08084952
418,Laos,1710,0.01379844
428,Latvia,1710,0.006123433
422,Lebanon,1710,0.2412061
426,Lesotho,1710,1.686018
430,Liberia,1710,0.09161872
434,Libya,1710,0.7387187
440,Lithuania,1710,0.00622698
450,Madagascar,1710,0.06305603
454,Malawi,1710,0.10194
458,Malaysia,1710,0.03627077
466,Mali,1710,0.09473528
470,Malta,1710,0.09978474
478,Mauritania,1710,2.870562
480,Mauritius,1710,0.07950951
484,Mexico,1710,0.2130341
498,Moldova,1710,0.01055396
496,Mongolia,1710,5.72419
504,Morocco,1710,0.1469622
508,Mozambique,1710,0.02838731
104,Myanmar,1710,0.01825329
516,Namibia,1710,0.4118028
524,Nepal,1710,0.364615
528,Netherlands,1710,0.003520592
558,Nicaragua,1710,0.003551309
562,Niger,1710,0.1625226
566,Nigeria,1710,0.002870123
408,North Korea,1710,0.007041075
578,Norway,1710,0.02828458
512,Oman,1710,0.172682
586,Pakistan,1710,0.1707476
591,Panama,1710,0.003569763
600,Paraguay,1710,0.06643447
604,Peru,1710,0.1432116
608,Philippines,1710,0.04057305
616,Poland,1710,0.006322573
620,Portugal,1710,0.1722575
634,Qatar,1710,0.6275849
642,Romania,1710,0.02179843
646,Rwanda,1710,0.1381052
678,Sao Tome and Principe,1710,0.02338801
682,Saudi Arabia,1710,0.1429017
686,Senegal,1710,0.2841394
690,Seychelles,1710,0.03818423
694,Sierra Leone,1710,0.03493529
702,Singapore,1710,0.0009073181
703,Slovakia,1710,0.06212452
705,Slovenia,1710,0.005455759
706,Somalia,1710,2.431656
710,South Africa,1710,1.375171
410,South Korea,1710,0.0089765
724,Spain,1710,0.2245843
144,Sri Lanka,1710,0.04248296
659,St. Kitts and Nevis,1710,0.1843771
662,St. Lucia,1710,0.04285149
670,St. Vincent and the Grenadines,1710,0.05843682
740,Suriname,1710,0.0384743
748,Swaziland,1710,0.6131486
756,Switzerland,1710,0.01647121
760,Syria,1710,0.3536003
762,Tajikistan,1710,0.2666283
834,Tanzania,1710,0.4361063
764,Thailand,1710,0.001087706
270,The Gambia,1710,0.2993875
768,Togo,1710,0.2297606
780,Trinidad and Tobago,1710,0.03379181
788,Tunisia,1710,0.2745287
792,Turkey,1710,0.6316745
795,Turkmenistan,1710,0.08518909
800,Uganda,1710,0.27869
804,Ukraine,1710,0.01427585
784,United Arab Emirates,1710,1.274795
840,United States,1710,0.01835695
858,Uruguay,1710,0.007387644
860,Uzbekistan,1710,0.06814078
862,Venezuela,1710,0.6888675
704,Vietnam,1710,0.004350062
887,Yemen,1710,0.5671329
894,Zambia,1710,0.04562443
716,Zimbabwe,1710,0.09989603
4,Afghanistan,1720,0.4285986
8,Albania,1720,0.6647764
12,Algeria,1720,0.5696114
24,Angola,1720,0.09493334
28,Antigua and Barbuda,1720,0.09887996
32,Argentina,1720,0.4584118
51,Armenia,1720,0.01786408
40,Austria,1720,0.05419382
31,Azerbaijan,1720,0.05857441
44,Bahamas,1720,0.146592
48,Bahrain,1720,0.04614987
50,Bangladesh,1720,0.1371883
52,Barbados,1720,0.07304191
112,Belarus,1720,0.004972598
56,Belgium,1720,0.0004669376
84,Belize,1720,0.006282459
204,Benin,1720,0.1825135
64,Bhutan,1720,0.06527728
68,Bolivia,1720,0.2329992
70,Bosnia and Herzegovina,1720,0.02707525
72,Botswana,1720,0.932135
76,Brazil,1720,0.197464
96,Brunei,1720,0.04216362
100,Bulgaria,1720,0.0310481
854,Burkina Faso,1720,0.3544759
108,Burundi,1720,0.01144075
120,Cameroon,1720,0.09612765
124,Canada,1720,0.0008713237
132,Cape Verde,1720,0.1977154
140,Central African Republic,1720,0.2943208
148,Chad,1720,0.6597766
152,Chile,1720,0.04888925
156,China,1720,0.0372968
170,Colombia,1720,0.1343876
174,Comoros,1720,0.4984791
178,Congo,1720,0.05301276
180,"Congo, DRC",1720,0.1267816
188,Costa Rica,1720,0.001085748
384,Cote d'Ivoire,1720,0.04591139
191,Croatia,1720,0.02635946
192,Cuba,1720,0.00455196
196,Cyprus,1720,0.2582612
203,Czech Republic,1720,0.05240211
262,Djibouti,1720,5.064559
212,Dominica,1720,0.07904474
214,Dominican Republic,1720,0.06226497
218,Ecuador,1720,0.03325654
818,Egypt,1720,0.02597641
222,El Salvador,1720,0.006294851
226,Equatorial Guinea,1720,0.01999537
232,Eritrea,1720,0.2530501
246,Finland,1720,0.0004481123
250,France,1720,0.02783181
266,Gabon,1720,0.1023881
268,Georgia,1720,0.01494587
276,Germany,1720,0.06340791
288,Ghana,1720,0.1213469
300,Greece,1720,0.7941146
308,Grenada,1720,0.03835869
320,Guatemala,1720,0.02060558
324,Guinea,1720,0.0189552
624,Guinea-Bissau,1720,0.194485
328,Guyana,1720,0.04276114
332,Haiti,1720,0.1054621
340,Honduras,1720,0.00701558
348,Hungary,1720,0.006631439
356,India,1720,0.04826817
360,Indonesia,1720,0.04913532
364,Iran,1720,0.5622075
368,Iraq,1720,0.3378854
376,Israel,1720,0.7942197
380,Italy,1720,0.08247383
388,Jamaica,1720,0.4551564
392,Japan,1720,0.006324789
400,Jordan,1720,0.4839976
398,Kazakhstan,1720,0.05695638
404,Kenya,1720,0.5319825
414,Kuwait,1720,0.1466094
417,Kyrgyzstan,1720,0.08303496
418,Laos,1720,0.01379844
428,Latvia,1720,0.005690007
422,Lebanon,1720,0.2412061
426,Lesotho,1720,1.686018
430,Liberia,1720,0.09161872
434,Libya,1720,0.7387187
440,Lithuania,1720,0.005786225
450,Madagascar,1720,0.06305603
454,Malawi,1720,0.10194
458,Malaysia,1720,0.03627077
466,Mali,1720,0.08547227
470,Malta,1720,0.09978474
478,Mauritania,1720,2.870562
480,Mauritius,1720,0.07950951
484,Mexico,1720,0.2047872
498,Moldova,1720,0.01056132
496,Mongolia,1720,5.72419
504,Morocco,1720,0.1469622
508,Mozambique,1720,0.02838731
104,Myanmar,1720,0.01825329
516,Namibia,1720,0.4118028
524,Nepal,1720,0.364615
528,Netherlands,1720,0.003520592
558,Nicaragua,1720,0.003551309
562,Niger,1720,0.1625226
566,Nigeria,1720,0.002870123
408,North Korea,1720,0.007041075
578,Norway,1720,0.02828458
512,Oman,1720,0.172682
586,Pakistan,1720,0.1707476
591,Panama,1720,0.003569763
600,Paraguay,1720,0.06643447
604,Peru,1720,0.1432116
608,Philippines,1720,0.04057305
616,Poland,1720,0.006322573
620,Portugal,1720,0.1722575
634,Qatar,1720,0.6275849
642,Romania,1720,0.02179843
646,Rwanda,1720,0.1381052
678,Sao Tome and Principe,1720,0.02338801
682,Saudi Arabia,1720,0.1429017
686,Senegal,1720,0.2841394
690,Seychelles,1720,0.03818423
694,Sierra Leone,1720,0.03493529
702,Singapore,1720,0.0009073181
703,Slovakia,1720,0.05916691
705,Slovenia,1720,0.005448361
706,Somalia,1720,2.431656
710,South Africa,1720,1.375171
410,South Korea,1720,0.0089765
724,Spain,1720,0.2245843
144,Sri Lanka,1720,0.04248296
659,St. Kitts and Nevis,1720,0.1843771
662,St. Lucia,1720,0.04285149
670,St. Vincent and the Grenadines,1720,0.05843682
740,Suriname,1720,0.0384743
748,Swaziland,1720,0.6131486
756,Switzerland,1720,0.01647121
760,Syria,1720,0.3536003
762,Tajikistan,1720,0.2738356
834,Tanzania,1720,0.4361063
764,Thailand,1720,0.001087706
270,The Gambia,1720,0.2993875
768,Togo,1720,0.2297606
780,Trinidad and Tobago,1720,0.03379181
788,Tunisia,1720,0.2745287
792,Turkey,1720,0.6316745
795,Turkmenistan,1720,0.08749183
800,Uganda,1720,0.27869
804,Ukraine,1720,0.01466174
784,United Arab Emirates,1720,1.274795
840,United States,1720,0.01835695
858,Uruguay,1720,0.007387644
860,Uzbekistan,1720,0.0699827
862,Venezuela,1720,0.6888675
704,Vietnam,1720,0.004350062
887,Yemen,1720,0.5671329
894,Zambia,1720,0.04562443
716,Zimbabwe,1720,0.09989603
4,Afghanistan,1730,0.4285986
8,Albania,1730,0.6647764
12,Algeria,1730,0.5696114
24,Angola,1730,0.09493334
28,Antigua and Barbuda,1730,0.09887996
32,Argentina,1730,0.4584118
51,Armenia,1730,0.0183151
40,Austria,1730,0.05419382
31,Azerbaijan,1730,0.05835133
44,Bahamas,1730,0.146592
48,Bahrain,1730,0.04614987
50,Bangladesh,1730,0.1371883
52,Barbados,1730,0.07304191
112,Belarus,1730,0.00495366
56,Belgium,1730,0.0004669376
84,Belize,1730,0.006282459
204,Benin,1730,0.1825135
64,Bhutan,1730,0.06527728
68,Bolivia,1730,0.2329992
70,Bosnia and Herzegovina,1730,0.02702223
72,Botswana,1730,0.932135
76,Brazil,1730,0.197464
96,Brunei,1730,0.04251208
100,Bulgaria,1730,0.0310481
854,Burkina Faso,1730,0.3544759
108,Burundi,1730,0.01233725
120,Cameroon,1730,0.09612765
124,Canada,1730,0.0008122249
132,Cape Verde,1730,0.1977154
140,Central African Republic,1730,0.2943208
148,Chad,1730,0.6597766
152,Chile,1730,0.04888925
156,China,1730,0.03758437
170,Colombia,1730,0.1290248
174,Comoros,1730,0.4984791
178,Congo,1730,0.05301276
