"date","lon","lat","depth","depth_to","depth_bot","temp"
"1990-Nov",18.7,-34.3,40,30,70,13.73
"1990-Nov",18.6,-34.4,40,30,70,12.6
"1990-Nov",18.6,-34.5,40,100,140,11.69
"1990-Nov",18.5,-34.6,40,150,190,12.45
"1990-Nov",18.5,-34.7,40,180,220,14.01
"1990-Nov",18.4,-34.8,40,320,360,17.23
"1990-Nov",18.4,-34.9,40,350,390,16.41
"1990-Nov",18.4,-35,40,540,580,16.2
"1990-Nov",18.5,-34.9,40,270,310,16.88
"1990-Nov",18.6,-34.8,40,150,190,17.2
"1990-Nov",18.6,-34.7,40,150,190,16.33
"1990-Nov",18.6,-34.6,40,130,170,16.81
"1990-Nov",18.7,-34.6,40,130,170,15.73
"1990-Nov",18.7,-34.5,40,90,130,15.15
"1990-Nov",18.7,-34.4,40,50,90,11.84
"1990-Nov",18.8,-34.3,40,0,40,10.94
"1990-Nov",18.9,-34.5,40,70,110,15.73
"1990-Nov",18.8,-34.6,40,120,160,16.54
"1990-Nov",18.8,-34.7,40,130,170,16.8
"1990-Nov",18.8,-34.8,40,140,180,17.06
"1990-Nov",18.7,-34.9,40,170,210,17.14
"1990-Nov",18.6,-35,40,310,350,16.72
"1990-Nov",18.6,-35.1,40,380,420,16.19
"1990-Nov",18.6,-35.2,40,670,710,16.58
"1990-Nov",18.5,-35.2,40,940,980,16.4
"1990-Nov",18.5,-35.3,40,NA,NA,16.49
"1990-Nov",19.3,-34.5,40,0,40,11.82
"1990-Nov",19.2,-34.6,40,10,50,13.41
"1990-Nov",19.1,-34.8,40,100,140,16.26
"1990-Nov",19,-34.9,40,130,170,16.77
"1990-Nov",19,-35.1,40,170,210,17.24
"1990-Nov",18.5,-35.4,40,NA,NA,16.32
"1990-Nov",18.7,-35.5,40,NA,NA,16.9
"1990-Nov",18.7,-35.4,40,860,900,16.8
"1990-Nov",18.8,-35.3,40,330,370,16.67
"1990-Nov",18.8,-35.2,40,180,220,16.93
"1990-Nov",18.8,-35.1,40,210,250,17.1
"1990-Nov",18.9,-35.1,40,230,270,17.36
"1990-Nov",18.9,-35,40,150,190,17.1
"1990-Nov",18.9,-35.3,40,180,220,17.07
"1990-Nov",18.9,-35.3,40,180,220,17.06
"1990-Nov",19.2,-35.5,40,160,200,17.39
"1990-Nov",19.3,-35.5,40,190,230,16.94
"1990-Nov",19.3,-35.4,40,160,200,17.31
"1990-Nov",19.3,-35.3,40,160,200,17.49
"1990-Nov",19.4,-35.2,40,130,170,17.2
"1990-Nov",19.4,-35.1,40,130,170,17.05
"1990-Nov",19.5,-35,40,110,150,17.1
"1990-Nov",19.5,-34.9,40,80,120,17.14
"1990-Nov",20.4,-34.7,40,0,40,16.87
"1990-Nov",20.4,-35,40,60,100,17.09
"1990-Nov",20.5,-35.3,40,50,90,17.02
"1990-Nov",20.5,-35.6,40,110,150,17.04
"1990-Nov",19.7,-35.9,40,160,200,17.41
"1990-Nov",19.6,-36,40,550,590,17.56
"1990-Nov",19.8,-36.2,40,670,710,18.01
"1990-Nov",19.8,-36,40,160,200,17.41
"1990-Nov",19.9,-35.8,40,140,180,17.1
"1990-Nov",20,-35.7,40,110,150,17.19
"1990-Nov",20,-35.5,40,120,160,16.96
"1990-Nov",20.1,-35.4,40,120,160,17.41
"1990-Nov",20.2,-35.2,40,70,110,17.03
"1990-Nov",20.4,-34.8,40,50,90,17.68
"1990-Nov",20.4,-35.1,40,80,120,17.21
"1990-Nov",20.5,-35.5,40,90,130,17.07
"1990-Nov",20.6,-35.9,40,80,120,16.9
"1990-Nov",20.6,-35.9,40,80,120,16.9
"1990-Nov",20.7,-36.3,40,110,150,17.63
"1990-Nov",20.7,-36.4,40,100,140,17.61
"1990-Nov",20.5,-35.6,40,110,150,17.15
"1990-Nov",20.6,-35.8,40,70,110,17.44
"1990-Nov",20.6,-36,40,120,160,17
"1990-Nov",20.6,-35.1,40,70,110,16.92
"1990-Nov",21.3,-35.9,40,90,130,17.17
"1990-Nov",21.3,-35.7,40,90,130,17.2
"1990-Nov",21.2,-35.5,40,80,120,17.26
"1990-Nov",21.2,-35.4,40,50,90,16.93
"1990-Nov",21.2,-35.2,40,70,110,17.27
"1990-Nov",21.2,-35.1,40,50,90,17.2
"1990-Nov",21.1,-34.9,40,40,80,17.43
"1990-Nov",21.1,-34.7,40,30,70,17.5
"1990-Nov",21.1,-34.6,40,30,70,17.56
"1990-Nov",21.3,-34.5,40,20,60,16.5
"1990-Nov",22.1,-34.2,40,0,40,18.09
"1990-Nov",22.1,-34.4,40,50,90,17.66
"1990-Nov",22.2,-34.5,40,30,70,16.1
"1990-Nov",22.2,-34.7,40,60,100,15.27
"1990-Nov",22.2,-34.9,40,60,100,16.72
"1990-Nov",22.3,-35,40,70,110,17.65
"1990-Nov",22.3,-35.2,40,80,120,15.6
"1990-Nov",22.3,-35.4,40,110,150,13.48
"1990-Nov",23.9,-34.7,40,130,170,13.34
"1990-Nov",23.9,-34.5,40,90,130,17.68
"1990-Nov",23.9,-34.3,40,90,130,17.33
"1990-Nov",23.8,-34.2,40,60,100,17.36
"1990-Nov",23.8,-34,40,120,160,17.44
"1990-Nov",24.9,-34.7,40,310,350,17.08
"1990-Nov",24.8,-34.6,40,240,280,13.73
"1990-Nov",24.8,-34.4,40,80,120,15.74
"1990-Nov",24.8,-34.2,40,0,40,17.11
"1990-Nov",25,-34.2,40,60,100,16.71
"1990-Nov",24.9,-34.2,40,0,40,14.99
"1990-Nov",25.1,-34.1,40,40,80,15.05
"1990-Nov",25.1,-34.2,40,80,120,17.52
"1990-Nov",25.3,-34.2,40,90,130,17.05
"1990-Nov",25.3,-34.1,40,80,120,10.23
"1990-Nov",25.4,-34,40,40,80,10.17
"1990-Nov",25.3,-34.1,40,80,120,10.23
"1990-Nov",25.4,-34,40,40,80,10.17
"1990-Nov",17.1,-30.3,50,90,140,9.66
"1990-Nov",17.1,-29.9,50,NA,NA,9.12
"1990-Nov",16.9,-29.9,50,90,140,10.35
"1990-Nov",16.7,-30,50,110,160,12.2
"1990-Nov",16.5,-30,50,130,180,12.37
"1990-Nov",16.3,-30.1,50,140,190,13.21
"1990-Nov",16.1,-30.1,50,150,200,13.87
"1990-Nov",16,-30.2,50,160,210,14.71
"1990-Nov",15.8,-30.2,50,180,230,15.63
"1990-Nov",15.6,-30.2,50,190,240,14.88
"1990-Nov",15.4,-30.3,50,220,270,14.51
"1990-Nov",15.2,-30.3,50,250,300,15.34
"1990-Nov",15.4,-30.8,50,620,670,15.9
"1990-Nov",15.6,-30.7,50,210,260,15.74
"1990-Nov",15.8,-30.7,50,150,200,15.46
"1990-Nov",16,-30.6,50,170,220,15.71
"1990-Nov",16.1,-30.6,50,200,250,14.82
"1990-Nov",16.3,-30.5,50,190,240,15.08
"1990-Nov",16.5,-30.5,50,180,230,13.88
"1990-Nov",16.7,-30.4,50,150,200,12.4
"1990-Nov",16.9,-30.4,50,120,170,11.09
"1990-Nov",17.1,-30.4,50,90,140,9.78
"1990-Nov",17.7,-31.4,50,70,120,9.13
"1990-Nov",17.5,-31.4,50,100,150,10.2
"1990-Nov",17.3,-31.5,50,150,200,11.68
"1990-Nov",17.1,-31.5,50,200,250,14.01
"1990-Nov",16.9,-31.6,50,230,280,14.31
"1990-Nov",16.8,-31.6,50,240,290,13.35
"1990-Nov",16.6,-31.7,50,250,300,14.27
"1990-Nov",16.4,-31.7,50,360,410,16.06
"1990-Nov",16.6,-32.3,50,310,360,16.12
"1990-Nov",16.8,-32.2,50,270,320,15.93
"1990-Nov",17,-32.2,50,220,270,13.8
"1990-Nov",17.1,-32.1,50,190,240,14.27
"1990-Nov",18.2,-32.3,50,10,60,8.87
"1990-Nov",18.1,-32.3,50,40,90,8.69
"1990-Nov",17.3,-32.1,50,150,200,12.34
"1990-Nov",17.5,-32,50,100,150,11.31
"1990-Nov",17.7,-32,50,90,140,9.61
"1990-Nov",17.9,-31.9,50,70,120,9.19
"1990-Nov",18.1,-31.9,50,50,100,9.11
"1990-Nov",17.9,-32.3,50,90,140,9.11
"1990-Nov",17.8,-32.4,50,100,150,10.55
"1990-Nov",17.6,-32.4,50,120,170,11.47
"1990-Nov",17.4,-32.5,50,200,250,11.41
"1990-Nov",17.2,-32.5,50,230,280,12.67
"1990-Nov",17,-32.6,50,270,320,13.04
"1990-Nov",16.8,-32.6,50,330,380,13.25
"1990-Nov",16.8,-32.9,50,470,520,16.38
"1990-Nov",17,-32.8,50,290,340,15.19
"1990-Nov",17.8,-33,50,30,80,9.72
"1990-Nov",17.7,-33.1,50,120,170,10.36
"1990-Nov",17.5,-33.1,50,290,340,15.12
"1990-Nov",17.2,-32.8,50,250,300,15.28
"1990-Nov",17.4,-32.7,50,210,260,12.72
"1990-Nov",17.5,-32.7,50,220,270,12.1
"1990-Nov",17.6,-32.7,50,180,230,11.22
"1990-Nov",17.7,-32.6,50,110,160,10.19
"1990-Nov",17.8,-32.6,50,10,60,8.74
"1990-Nov",17.9,-32.6,50,10,40,8.26
"1990-Nov",18,-32.6,50,10,40,8.5
"1990-Nov",17.3,-33.2,50,350,400,15.31
"1990-Nov",17.3,-33.2,50,350,400,15.52
"1990-Nov",17.1,-33.2,50,420,470,16.74
"1990-Nov",17.5,-33.1,50,290,340,15.25
"1990-Nov",17.4,-33.2,50,420,470,15.49
"1990-Nov",17.2,-33.2,50,430,480,16.48
"1990-Nov",17.2,-33.3,50,480,530,16.65
"1990-Nov",17.3,-33.3,50,400,450,16.87
"1990-Nov",17.4,-33.3,50,510,560,16.65
"1990-Nov",17.5,-33.2,50,370,420,15.94
"1990-Nov",17.6,-33.2,50,190,240,14.02
"1990-Nov",17.7,-33.2,50,140,190,10.32
"1990-Nov",17.8,-33.1,50,90,140,9.16
"1990-Nov",17.9,-33.1,50,30,80,9.73
"1990-Nov",18,-33.2,50,10,60,9.91
"1990-Nov",17.9,-33.3,50,90,140,10.13
"1990-Nov",17.8,-33.3,50,110,160,11.95
"1990-Nov",17.7,-33.3,50,140,190,12.7
"1990-Nov",17.6,-33.3,50,190,240,15.21
"1990-Nov",17.5,-33.4,50,440,490,15.58
"1990-Nov",17.4,-33.4,50,520,570,16.68
"1990-Nov",17.3,-33.4,50,450,500,16.47
"1990-Nov",17.4,-33.5,50,740,790,16.7
"1990-Nov",17.5,-33.5,50,350,400,16.5
"1990-Nov",17.6,-33.5,50,180,230,15.93
"1990-Nov",17.7,-33.4,50,150,200,14.55
"1990-Nov",17.8,-33.4,50,130,180,12.22
"1990-Nov",17.9,-33.4,50,100,150,9.92
"1990-Nov",18,-33.3,50,30,80,9.56
"1990-Nov",18.3,-33.7,50,20,70,9.15
"1990-Nov",18.2,-33.7,50,40,90,8.64
"1990-Nov",18.1,-33.7,50,80,130,9.41
"1990-Nov",18,-33.8,50,110,160,9.89
"1990-Nov",17.6,-33.9,50,250,300,14.68
"1990-Nov",17.5,-33.9,50,360,410,16.58
"1990-Nov",18,-34.4,50,250,300,13.86
"1990-Nov",18.2,-34.3,50,200,250,12.36
"1990-Nov",18.3,-34.3,50,60,110,10.15
"1990-Nov",17.6,-34.2,50,330,380,16.91
"1990-Nov",17.8,-34.1,50,200,250,15.57
"1990-Nov",18,-34.1,50,170,220,11.02
"1990-Nov",18.3,-34,50,10,40,9.88
"1990-Nov",18.3,-34.1,50,30,20,10.29
"1990-Nov",17.9,-34.2,50,250,300,11.81
"1990-Nov",17.7,-34.3,50,400,450,17.3
"1990-Nov",17.5,-34.3,50,NA,NA,16.88
"1990-Nov",17.4,-34.5,50,NA,NA,17
"1990-Nov",17.6,-34.5,50,NA,NA,16.01
"1990-Nov",17.8,-34.4,50,420,470,15.84
"1990-Nov",18.7,-34.3,50,20,70,12.94
"1990-Nov",18.6,-34.4,50,20,70,10.82
"1990-Nov",18.6,-34.5,50,90,140,11.16
"1990-Nov",18.5,-34.6,50,140,190,11.51
"1990-Nov",18.5,-34.7,50,170,220,12.75
"1990-Nov",18.4,-34.8,50,310,360,17.2
"1990-Nov",18.4,-34.9,50,340,390,16.33
"1990-Nov",18.4,-35,50,530,580,16.1
"1990-Nov",18.5,-34.9,50,260,310,16.6
"1990-Nov",18.6,-34.8,50,140,190,17.2
"1990-Nov",18.6,-34.7,50,140,190,14.1
"1990-Nov",18.6,-34.6,50,120,170,14.64
"1990-Nov",18.7,-34.6,50,120,170,15.65
"1990-Nov",18.7,-34.5,50,80,130,13.79
"1990-Nov",18.7,-34.4,50,40,90,11.18
"1990-Nov",18.8,-34.3,50,10,40,10.78
"1990-Nov",18.9,-34.5,50,60,110,12.9
"1990-Nov",18.8,-34.6,50,110,160,15.25
"1990-Nov",18.8,-34.7,50,120,170,16.75
"1990-Nov",18.8,-34.8,50,130,180,16.83
"1990-Nov",18.7,-34.9,50,160,210,16.74
"1990-Nov",18.6,-35,50,300,350,16.63
"1990-Nov",18.6,-35.1,50,370,420,16
"1990-Nov",18.6,-35.2,50,660,710,16.37
"1990-Nov",18.5,-35.2,50,930,980,16.4
"1990-Nov",18.5,-35.3,50,NA,NA,16.36
"1990-Nov",19.2,-34.6,50,0,50,11.38
"1990-Nov",19.1,-34.8,50,90,140,16.28
"1990-Nov",19,-34.9,50,120,170,16.76
"1990-Nov",19,-35.1,50,160,210,17.2
"1990-Nov",18.5,-35.4,50,NA,NA,15.2
"1990-Nov",18.7,-35.5,50,NA,NA,16.24
"1990-Nov",18.7,-35.4,50,850,900,16.7
"1990-Nov",18.8,-35.3,50,320,370,16.51
"1990-Nov",18.8,-35.2,50,170,220,16.73
"1990-Nov",18.8,-35.1,50,200,250,16.92
"1990-Nov",18.9,-35.1,50,220,270,17.05
"1990-Nov",18.9,-35,50,140,190,17.1
"1990-Nov",18.9,-35.3,50,170,220,16.93
"1990-Nov",18.9,-35.3,50,170,220,16.93
"1990-Nov",19.2,-35.5,50,150,200,16.19
"1990-Nov",19.3,-35.5,50,180,230,16.9
"1990-Nov",19.3,-35.4,50,150,200,17.12
"1990-Nov",19.3,-35.3,50,150,200,17.38
"1990-Nov",19.4,-35.2,50,120,170,17.17
"1990-Nov",19.4,-35.1,50,120,170,16.92
"1990-Nov",19.5,-35,50,100,150,16.96
"1990-Nov",19.5,-34.9,50,70,120,15.88
"1990-Nov",20.4,-35,50,50,100,17.01
"1990-Nov",20.5,-35.3,50,40,90,16.93
"1990-Nov",20.5,-35.6,50,100,150,16.95
"1990-Nov",19.7,-35.9,50,150,200,16.39
"1990-Nov",19.6,-36,50,540,590,16.97
"1990-Nov",19.8,-36.2,50,660,710,17.64
"1990-Nov",19.8,-36,50,150,200,17.23
"1990-Nov",19.9,-35.8,50,130,180,17.01
"1990-Nov",20,-35.7,50,100,150,17.03
"1990-Nov",20,-35.5,50,110,160,16.9
"1990-Nov",20.1,-35.4,50,110,160,17.17
"1990-Nov",20.2,-35.2,50,60,110,17
"1990-Nov",20.4,-34.8,50,40,90,17.46
"1990-Nov",20.4,-35.1,50,70,120,17.02
"1990-Nov",20.5,-35.5,50,80,130,17
"1990-Nov",20.6,-35.9,50,70,120,16.89
"1990-Nov",20.6,-35.9,50,70,120,16.9
"1990-Nov",20.7,-36.3,50,100,150,16.97
"1990-Nov",20.7,-36.4,50,90,140,17.32
"1990-Nov",20.5,-35.6,50,100,150,17.07
"1990-Nov",20.6,-35.8,50,60,110,17.03
"1990-Nov",20.6,-36,50,110,160,17
"1990-Nov",20.6,-35.1,50,60,110,16.23
"1990-Nov",21.3,-35.9,50,80,130,17.06
"1990-Nov",21.3,-35.7,50,80,130,17.05
"1990-Nov",21.2,-35.5,50,70,120,17.15
"1990-Nov",21.2,-35.4,50,40,90,16.47
"1990-Nov",21.2,-35.2,50,60,110,17.06
"1990-Nov",21.2,-35.1,50,40,90,17.1
"1990-Nov",21.1,-34.9,50,30,80,17.3
"1990-Nov",21.1,-34.7,50,20,70,17.4
"1990-Nov",21.1,-34.6,50,20,70,17.4
"1990-Nov",22.1,-34.4,50,40,90,17.66
"1990-Nov",22.2,-34.5,50,20,70,12.29
"1990-Nov",22.2,-34.7,50,50,100,10.35
"1990-Nov",22.2,-34.9,50,50,100,10.78
"1990-Nov",22.3,-35,50,60,110,14.81
"1990-Nov",22.3,-35.2,50,70,120,13.16
"1990-Nov",22.3,-35.4,50,100,150,12.52
"1990-Nov",23.9,-34.7,50,120,170,12.8
"1990-Nov",23.9,-34.5,50,80,130,15.25
"1990-Nov",23.9,-34.3,50,80,130,14.82
"1990-Nov",23.8,-34.2,50,50,100,16.35
"1990-Nov",23.8,-34,50,110,160,17.17
"1990-Nov",24.9,-34.7,50,300,350,16.26
"1990-Nov",24.8,-34.6,50,230,280,11.76
"1990-Nov",24.8,-34.4,50,70,120,13.06
"1990-Nov",24.8,-34.2,50,10,40,12.5
"1990-Nov",25,-34.2,50,50,100,14.08
"1990-Nov",24.9,-34.2,50,10,40,10.6
"1990-Nov",25.1,-34.1,50,30,80,11.65
"1990-Nov",25.1,-34.2,50,70,120,17.26
"1990-Nov",25.3,-34.2,50,80,130,13.34
"1990-Nov",25.3,-34.1,50,70,120,9.96
"1990-Nov",25.4,-34,50,30,80,10.06
"1990-Nov",25.3,-34.1,50,70,120,9.96
"1990-Nov",25.4,-34,50,30,80,10.06
"1990-Nov",17.1,-30.3,60,80,140,9.27
"1990-Nov",17.1,-29.9,60,NA,NA,9.1
"1990-Nov",16.9,-29.9,60,80,140,9.6
"1990-Nov",16.7,-30,60,100,160,11.07
"1990-Nov",16.5,-30,60,120,180,11.43
"1990-Nov",16.3,-30.1,60,130,190,11.62
"1990-Nov",16.1,-30.1,60,140,200,12.97
"1990-Nov",16,-30.2,60,150,210,13.73
"1990-Nov",15.8,-30.2,60,170,230,14.83
"1990-Nov",15.6,-30.2,60,180,240,14.66
"1990-Nov",15.4,-30.3,60,210,270,14.21
"1990-Nov",15.2,-30.3,60,240,300,14.59
"1990-Nov",15.4,-30.8,60,610,670,15.83
"1990-Nov",15.6,-30.7,60,200,260,15.55
"1990-Nov",15.8,-30.7,60,140,200,15.11
"1990-Nov",16,-30.6,60,160,220,15.59
"1990-Nov",16.1,-30.6,60,190,250,14.28
"1990-Nov",16.3,-30.5,60,180,240,14.43
"1990-Nov",16.5,-30.5,60,170,230,13.11
"1990-Nov",16.7,-30.4,60,140,200,11.56
"1990-Nov",16.9,-30.4,60,110,170,10.76
"1990-Nov",17.1,-30.4,60,80,140,9.3
"1990-Nov",17.7,-31.4,60,60,120,8.83
"1990-Nov",17.5,-31.4,60,90,150,9.64
"1990-Nov",17.3,-31.5,60,140,200,11.04
"1990-Nov",17.1,-31.5,60,190,250,13.61
"1990-Nov",16.9,-31.6,60,220,280,14.1
"1990-Nov",16.8,-31.6,60,230,290,12.73
"1990-Nov",16.6,-31.7,60,240,300,13.86
"1990-Nov",16.4,-31.7,60,350,410,15.64
"1990-Nov",16.6,-32.3,60,300,360,15.53
"1990-Nov",16.8,-32.2,60,260,320,15.76
"1990-Nov",17,-32.2,60,210,270,13.08
"1990-Nov",17.1,-32.1,60,180,240,13.2
"1990-Nov",18.2,-32.3,60,0,60,8.81
"1990-Nov",18.1,-32.3,60,30,90,8.52
"1990-Nov",17.3,-32.1,60,140,200,12.16
"1990-Nov",17.5,-32,60,90,150,10.5
"1990-Nov",17.7,-32,60,80,140,9.19
"1990-Nov",17.9,-31.9,60,60,120,8.82
"1990-Nov",18.1,-31.9,60,40,100,8.78
"1990-Nov",17.9,-32.3,60,80,140,8.61
"1990-Nov",17.8,-32.4,60,90,150,9.67
"1990-Nov",17.6,-32.4,60,110,170,10.44
"1990-Nov",17.4,-32.5,60,190,250,10.94
"1990-Nov",17.2,-32.5,60,220,280,12.12
"1990-Nov",17,-32.6,60,260,320,12.61
"1990-Nov",16.8,-32.6,60,320,380,12.45
"1990-Nov",16.8,-32.9,60,460,520,15.26
"1990-Nov",17,-32.8,60,280,340,14.01
"1990-Nov",17.8,-33,60,20,80,9.61
"1990-Nov",17.7,-33.1,60,110,170,10.13
"1990-Nov",17.5,-33.1,60,280,340,14.45
"1990-Nov",17.2,-32.8,60,240,300,15
"1990-Nov",17.4,-32.7,60,200,260,12.03
"1990-Nov",17.5,-32.7,60,210,270,11.45
"1990-Nov",17.6,-32.7,60,170,230,10.78
"1990-Nov",17.7,-32.6,60,100,160,9.56
"1990-Nov",17.8,-32.6,60,0,60,8.48
"1990-Nov",17.3,-33.2,60,340,400,14.89
"1990-Nov",17.3,-33.2,60,340,400,15.16
"1990-Nov",17.1,-33.2,60,410,470,16.61
"1990-Nov",17.5,-33.1,60,280,340,14.54
"1990-Nov",17.4,-33.2,60,410,470,15.05
"1990-Nov",17.2,-33.2,60,420,480,15.87
"1990-Nov",17.2,-33.3,60,470,530,15.82
"1990-Nov",17.3,-33.3,60,390,450,16.73
"1990-Nov",17.4,-33.3,60,500,560,16.26
"1990-Nov",17.5,-33.2,60,360,420,15.88
"1990-Nov",17.6,-33.2,60,180,240,13.69
"1990-Nov",17.7,-33.2,60,130,190,9.84
"1990-Nov",17.8,-33.1,60,80,140,9.02
"1990-Nov",17.9,-33.1,60,20,80,9.18
"1990-Nov",18,-33.2,60,0,60,9.54
"1990-Nov",17.9,-33.3,60,80,140,9.48
"1990-Nov",17.8,-33.3,60,100,160,11.29
"1990-Nov",17.7,-33.3,60,130,190,12.37
"1990-Nov",17.6,-33.3,60,180,240,13.94
"1990-Nov",17.5,-33.4,60,430,490,14.63
"1990-Nov",17.4,-33.4,60,510,570,16.32
"1990-Nov",17.3,-33.4,60,440,500,16.22
"1990-Nov",17.4,-33.5,60,730,790,16.63
"1990-Nov",17.5,-33.5,60,340,400,16.35
"1990-Nov",17.6,-33.5,60,170,230,15.43
"1990-Nov",17.7,-33.4,60,140,200,13.89
"1990-Nov",17.8,-33.4,60,120,180,11.58
"1990-Nov",17.9,-33.4,60,90,150,9.33
"1990-Nov",18.2,-33.7,60,30,90,8.5
"1990-Nov",18.1,-33.7,60,70,130,9.13
"1990-Nov",18,-33.8,60,100,160,9.59
"1990-Nov",17.6,-33.9,60,240,300,14.21
"1990-Nov",17.5,-33.9,60,350,410,14.9
"1990-Nov",18,-34.4,60,240,300,13.28
"1990-Nov",18.2,-34.3,60,190,250,11.84
"1990-Nov",18.3,-34.3,60,50,110,9.47
"1990-Nov",17.6,-34.2,60,320,380,15.81
"1990-Nov",17.8,-34.1,60,190,250,13.67
"1990-Nov",18,-34.1,60,160,220,10.41
"1990-Nov",18.3,-34,60,20,40,9.6
"1990-Nov",18.3,-34.1,60,40,20,9.77
"1990-Nov",17.9,-34.2,60,240,300,11.48
"1990-Nov",17.7,-34.3,60,390,450,17.26
"1990-Nov",17.5,-34.3,60,NA,NA,16.88
"1990-Nov",17.4,-34.5,60,NA,NA,16.9
"1990-Nov",17.6,-34.5,60,NA,NA,15.18
"1990-Nov",17.8,-34.4,60,410,470,14.38
"1990-Nov",18.7,-34.3,60,10,70,11.7
"1990-Nov",18.6,-34.4,60,10,70,10.26
"1990-Nov",18.6,-34.5,60,80,140,11.19
"1990-Nov",18.5,-34.6,60,130,190,10.85
"1990-Nov",18.5,-34.7,60,160,220,12.15
"1990-Nov",18.4,-34.8,60,300,360,16.3
"1990-Nov",18.4,-34.9,60,330,390,16.09
"1990-Nov",18.4,-35,60,520,580,16.1
"1990-Nov",18.5,-34.9,60,250,310,16.36
"1990-Nov",18.6,-34.8,60,130,190,15.93
"1990-Nov",18.6,-34.7,60,130,190,12.69
"1990-Nov",18.6,-34.6,60,110,170,12.43
"1990-Nov",18.7,-34.6,60,110,170,15.32
"1990-Nov",18.7,-34.5,60,70,130,12.16
"1990-Nov",18.7,-34.4,60,30,90,11
"1990-Nov",18.9,-34.5,60,50,110,11.36
"1990-Nov",18.8,-34.6,60,100,160,12.86
"1990-Nov",18.8,-34.7,60,110,170,16.03
"1990-Nov",18.8,-34.8,60,120,180,14.99
"1990-Nov",18.7,-34.9,60,150,210,13.8
"1990-Nov",18.6,-35,60,290,350,16.48
"1990-Nov",18.6,-35.1,60,360,420,15.92
"1990-Nov",18.6,-35.2,60,650,710,15.09
"1990-Nov",18.5,-35.2,60,920,980,16.24
"1990-Nov",18.5,-35.3,60,NA,NA,15.88
"1990-Nov",19.2,-34.6,60,10,50,10.42
"1990-Nov",19.1,-34.8,60,80,140,15.35
"1990-Nov",19,-34.9,60,110,170,16.72
"1990-Nov",19,-35.1,60,150,210,15.16
"1990-Nov",18.5,-35.4,60,NA,NA,15.3
"1990-Nov",18.7,-35.5,60,NA,NA,15.11
"1990-Nov",18.7,-35.4,60,840,900,15.27
"1990-Nov",18.8,-35.3,60,310,370,15.16
"1990-Nov",18.8,-35.2,60,160,220,16.54
"1990-Nov",18.8,-35.1,60,190,250,16.62
"1990-Nov",18.9,-35.1,60,210,270,15.72
"1990-Nov",18.9,-35,60,130,190,17.1
"1990-Nov",18.9,-35.3,60,160,220,15.93
"1990-Nov",18.9,-35.3,60,160,220,15.93
"1990-Nov",19.2,-35.5,60,140,200,14.08
"1990-Nov",19.3,-35.5,60,170,230,16.9
"1990-Nov",19.3,-35.4,60,140,200,16.88
"1990-Nov",19.3,-35.3,60,140,200,17.3
"1990-Nov",19.4,-35.2,60,110,170,16.54
"1990-Nov",19.4,-35.1,60,110,170,14.94
"1990-Nov",19.5,-35,60,90,150,15.14
"1990-Nov",19.5,-34.9,60,60,120,14.08
"1990-Nov",20.4,-35,60,40,100,16.96
"1990-Nov",20.5,-35.3,60,30,90,16.86
"1990-Nov",20.5,-35.6,60,90,150,16.94
"1990-Nov",19.7,-35.9,60,140,200,14.75
"1990-Nov",19.6,-36,60,530,590,15.85
"1990-Nov",19.8,-36.2,60,650,710,16.53
"1990-Nov",19.8,-36,60,140,200,17.08
"1990-Nov",19.9,-35.8,60,120,180,16.4
"1990-Nov",20,-35.7,60,90,150,16.88
"1990-Nov",20,-35.5,60,100,160,16.9
"1990-Nov",20.1,-35.4,60,100,160,17.1
"1990-Nov",20.2,-35.2,60,50,110,16.96
"1990-Nov",20.4,-34.8,60,30,90,16.63
"1990-Nov",20.4,-35.1,60,60,120,17
"1990-Nov",20.5,-35.5,60,70,130,17
"1990-Nov",20.6,-35.9,60,60,120,16.88
"1990-Nov",20.6,-35.9,60,60,120,16.88
"1990-Nov",20.7,-36.3,60,90,150,15.14
"1990-Nov",20.7,-36.4,60,80,140,16.89
"1990-Nov",20.5,-35.6,60,90,150,17
"1990-Nov",20.6,-35.8,60,50,110,17
"1990-Nov",20.6,-36,60,100,160,16.92
"1990-Nov",20.6,-35.1,60,50,110,12.98
"1990-Nov",21.3,-35.9,60,70,130,16.97
"1990-Nov",21.3,-35.7,60,70,130,16.95
"1990-Nov",21.2,-35.5,60,60,120,16.3
"1990-Nov",21.2,-35.4,60,30,90,15.29
"1990-Nov",21.2,-35.2,60,50,110,16.12
"1990-Nov",21.2,-35.1,60,30,90,17.1
"1990-Nov",21.1,-34.9,60,20,80,17.28
"1990-Nov",21.1,-34.7,60,10,70,16.82
"1990-Nov",21.1,-34.6,60,10,70,16.9
"1990-Nov",22.1,-34.4,60,30,90,15.91
"1990-Nov",22.2,-34.5,60,10,70,10.31
"1990-Nov",22.2,-34.7,60,40,100,9.21
"1990-Nov",22.2,-34.9,60,40,100,9.63
"1990-Nov",22.3,-35,60,50,110,11.44
"1990-Nov",22.3,-35.2,60,60,120,12.42
"1990-Nov",22.3,-35.4,60,90,150,11.43
"1990-Nov",23.9,-34.7,60,110,170,12.34
"1990-Nov",23.9,-34.5,60,70,130,12.44
"1990-Nov",23.9,-34.3,60,70,130,11.85
"1990-Nov",23.8,-34.2,60,40,100,10.31
"1990-Nov",23.8,-34,60,100,160,17.1
"1990-Nov",24.9,-34.7,60,290,350,15.71
"1990-Nov",24.8,-34.6,60,220,280,10.89
