"date","lon","lat","depth","depth_to","depth_bot","temp"
"1990-Nov",17.2,-32.8,20,280,300,16.79
"1990-Nov",17.4,-32.7,20,240,260,15.46
"1990-Nov",17.5,-32.7,20,250,270,13.16
"1990-Nov",17.6,-32.7,20,210,230,14.13
"1990-Nov",17.7,-32.6,20,140,160,12.76
"1990-Nov",17.8,-32.6,20,40,60,10.21
"1990-Nov",17.9,-32.6,20,20,40,9.06
"1990-Nov",18,-32.6,20,20,40,9.96
"1990-Nov",18.2,-32.5,20,20,40,9.87
"1990-Nov",17.3,-33.2,20,380,400,16.71
"1990-Nov",17.3,-33.2,20,380,400,16.94
"1990-Nov",17.1,-33.2,20,450,470,17.23
"1990-Nov",17.5,-33.1,20,320,340,16.78
"1990-Nov",17.4,-33.2,20,450,470,17.13
"1990-Nov",17.2,-33.2,20,460,480,17.18
"1990-Nov",17.2,-33.3,20,510,530,17.18
"1990-Nov",17.3,-33.3,20,430,450,17.2
"1990-Nov",17.4,-33.3,20,540,560,17.12
"1990-Nov",17.5,-33.2,20,400,420,17.02
"1990-Nov",17.6,-33.2,20,220,240,15.91
"1990-Nov",17.7,-33.2,20,170,190,15.02
"1990-Nov",17.8,-33.1,20,120,140,13.17
"1990-Nov",17.9,-33.1,20,60,80,12.03
"1990-Nov",18,-33.2,20,40,60,11.14
"1990-Nov",17.9,-33.3,20,120,140,12.32
"1990-Nov",17.8,-33.3,20,140,160,14.78
"1990-Nov",17.7,-33.3,20,170,190,13.85
"1990-Nov",17.6,-33.3,20,220,240,16.76
"1990-Nov",17.5,-33.4,20,470,490,16.61
"1990-Nov",17.4,-33.4,20,550,570,17.13
"1990-Nov",17.3,-33.4,20,480,500,16.92
"1990-Nov",17.4,-33.5,20,770,790,17.24
"1990-Nov",17.5,-33.5,20,380,400,17.27
"1990-Nov",17.6,-33.5,20,210,230,17.17
"1990-Nov",17.7,-33.4,20,180,200,17.07
"1990-Nov",17.8,-33.4,20,160,180,15.71
"1990-Nov",17.9,-33.4,20,130,150,13.5
"1990-Nov",18,-33.3,20,60,80,12.25
"1990-Nov",18.1,-33.3,20,10,10,11.84
"1990-Nov",18.4,-33.7,20,20,40,12.49
"1990-Nov",18.3,-33.7,20,50,70,11.6
"1990-Nov",18.2,-33.7,20,70,90,11.6
"1990-Nov",18.1,-33.7,20,110,130,12.46
"1990-Nov",18,-33.8,20,140,160,15.18
"1990-Nov",17.6,-33.9,20,280,300,17.8
"1990-Nov",17.5,-33.9,20,390,410,17.5
"1990-Nov",18,-34.4,20,280,300,16.71
"1990-Nov",18.2,-34.3,20,230,250,17.41
"1990-Nov",18.3,-34.3,20,90,110,16.87
"1990-Nov",17.6,-34.2,20,360,380,17.3
"1990-Nov",17.8,-34.1,20,230,250,17.7
"1990-Nov",18,-34.1,20,200,220,13.49
"1990-Nov",18.3,-34,20,20,40,12.05
"1990-Nov",18.3,-34.1,20,0,20,13.39
"1990-Nov",17.9,-34.2,20,280,300,14.57
"1990-Nov",17.7,-34.3,20,430,450,17.5
"1990-Nov",17.5,-34.3,20,NA,NA,17.25
"1990-Nov",17.4,-34.5,20,NA,NA,17
"1990-Nov",17.6,-34.5,20,NA,NA,16.8
"1990-Nov",17.8,-34.4,20,450,470,17
"1990-Nov",18.7,-34.2,20,20,40,14.95
"1990-Nov",18.7,-34.3,20,50,70,14.77
"1990-Nov",18.6,-34.4,20,50,70,14.79
"1990-Nov",18.6,-34.5,20,120,140,14.88
"1990-Nov",18.5,-34.6,20,170,190,14.86
"1990-Nov",18.5,-34.7,20,200,220,16.73
"1990-Nov",18.4,-34.8,20,340,360,17.26
"1990-Nov",18.4,-34.9,20,370,390,16.89
"1990-Nov",18.4,-35,20,560,580,16.49
"1990-Nov",18.5,-34.9,20,290,310,17.15
"1990-Nov",18.6,-34.8,20,170,190,17.2
"1990-Nov",18.6,-34.7,20,170,190,17.2
"1990-Nov",18.6,-34.6,20,150,170,17
"1990-Nov",18.7,-34.6,20,150,170,15.8
"1990-Nov",18.7,-34.5,20,110,130,15.5
"1990-Nov",18.7,-34.4,20,70,90,13.65
"1990-Nov",18.8,-34.3,20,20,40,14.21
"1990-Nov",18.8,-34.2,20,10,30,14.88
"1990-Nov",18.9,-34.4,20,0,20,15.31
"1990-Nov",18.9,-34.5,20,90,110,16.54
"1990-Nov",18.8,-34.6,20,140,160,16.62
"1990-Nov",18.8,-34.7,20,150,170,16.85
"1990-Nov",18.8,-34.8,20,160,180,17.1
"1990-Nov",18.7,-34.9,20,190,210,17.4
"1990-Nov",18.6,-35,20,330,350,17.56
"1990-Nov",18.6,-35.1,20,400,420,16.65
"1990-Nov",18.6,-35.2,20,690,710,16.6
"1990-Nov",18.5,-35.2,20,960,980,16.53
"1990-Nov",18.5,-35.3,20,NA,NA,16.54
"1990-Nov",19.3,-34.5,20,20,40,16.2
"1990-Nov",19.2,-34.6,20,30,50,16.1
"1990-Nov",19.1,-34.8,20,120,140,16.22
"1990-Nov",19,-34.9,20,150,170,16.81
"1990-Nov",19,-35.1,20,190,210,17.41
"1990-Nov",18.5,-35.4,20,NA,NA,16.9
"1990-Nov",18.7,-35.5,20,NA,NA,17
"1990-Nov",18.7,-35.4,20,880,900,16.8
"1990-Nov",18.8,-35.3,20,350,370,16.91
"1990-Nov",18.8,-35.2,20,200,220,17.2
"1990-Nov",18.8,-35.1,20,230,250,17.31
"1990-Nov",18.9,-35.1,20,250,270,17.4
"1990-Nov",18.9,-35,20,170,190,17.1
"1990-Nov",18.9,-35.3,20,200,220,17.14
"1990-Nov",18.9,-35.3,20,200,220,17.14
"1990-Nov",19.2,-35.5,20,180,200,17.69
"1990-Nov",19.3,-35.5,20,210,230,17.6
"1990-Nov",19.3,-35.4,20,180,200,17.78
"1990-Nov",19.3,-35.3,20,180,200,17.9
"1990-Nov",19.4,-35.2,20,150,170,17.64
"1990-Nov",19.4,-35.1,20,150,170,17.38
"1990-Nov",19.5,-35,20,130,150,17.39
"1990-Nov",19.5,-34.9,20,100,120,17.48
"1990-Nov",20.4,-34.7,20,20,40,17.92
"1990-Nov",20.4,-35,20,80,100,17.7
"1990-Nov",20.5,-35.3,20,70,90,17.63
"1990-Nov",20.5,-35.6,20,130,150,17.55
"1990-Nov",19.7,-35.9,20,180,200,18.24
"1990-Nov",19.6,-36,20,570,590,18.07
"1990-Nov",19.8,-36.2,20,690,710,18.1
"1990-Nov",19.8,-36,20,180,200,18.09
"1990-Nov",19.9,-35.8,20,160,180,17.7
"1990-Nov",20,-35.7,20,130,150,17.75
"1990-Nov",20,-35.5,20,140,160,17.68
"1990-Nov",20.1,-35.4,20,140,160,17.65
"1990-Nov",20.2,-35.2,20,90,110,17.66
"1990-Nov",20.4,-34.8,20,70,90,18.08
"1990-Nov",20.4,-35.1,20,100,120,17.7
"1990-Nov",20.5,-35.5,20,110,130,17.68
"1990-Nov",20.6,-35.9,20,100,120,17.86
"1990-Nov",20.6,-35.9,20,100,120,17.86
"1990-Nov",20.7,-36.3,20,130,150,18.15
"1990-Nov",20.7,-36.4,20,120,140,20.9
"1990-Nov",20.5,-35.6,20,130,150,17.65
"1990-Nov",20.6,-35.8,20,90,110,17.79
"1990-Nov",20.6,-36,20,140,160,17.98
"1990-Nov",20.6,-35.1,20,90,110,18.03
"1990-Nov",21.3,-35.9,20,110,130,17.83
"1990-Nov",21.3,-35.7,20,110,130,17.85
"1990-Nov",21.2,-35.5,20,100,120,17.73
"1990-Nov",21.2,-35.4,20,70,90,18.48
"1990-Nov",21.2,-35.2,20,90,110,17.89
"1990-Nov",21.2,-35.1,20,70,90,17.94
"1990-Nov",21.1,-34.9,20,60,80,18.14
"1990-Nov",21.1,-34.7,20,50,70,18.31
"1990-Nov",21.1,-34.6,20,50,70,18.42
"1990-Nov",21,-34.4,20,0,20,18.11
"1990-Nov",21.3,-34.5,20,40,60,18.3
"1990-Nov",22.1,-34.2,20,20,40,18.2
"1990-Nov",22.1,-34.4,20,70,90,17.66
"1990-Nov",22.2,-34.5,20,50,70,17.19
"1990-Nov",22.2,-34.7,20,80,100,17.1
"1990-Nov",22.2,-34.9,20,80,100,17.4
"1990-Nov",22.3,-35,20,90,110,18.54
"1990-Nov",22.3,-35.2,20,100,120,18.25
"1990-Nov",22.3,-35.4,20,130,150,18.19
"1990-Nov",23.9,-34.7,20,150,170,16.85
"1990-Nov",23.9,-34.5,20,110,130,18.07
"1990-Nov",23.9,-34.3,20,110,130,17.81
"1990-Nov",23.8,-34.2,20,80,100,17.51
"1990-Nov",23.8,-34,20,140,160,17.59
"1990-Nov",24.9,-34.7,20,330,350,19.94
"1990-Nov",24.8,-34.6,20,260,280,19
"1990-Nov",24.8,-34.4,20,100,120,17.35
"1990-Nov",24.8,-34.2,20,20,40,17.62
"1990-Nov",25,-34.2,20,80,100,17.77
"1990-Nov",24.9,-34.2,20,20,40,17.88
"1990-Nov",25,-34,20,20,40,17.54
"1990-Nov",25.1,-34,20,20,40,17.68
"1990-Nov",25.1,-34.1,20,60,80,17.74
"1990-Nov",25.1,-34.2,20,100,120,17.66
"1990-Nov",25.3,-34.2,20,110,130,17.62
"1990-Nov",25.3,-34.1,20,100,120,17.49
"1990-Nov",25.4,-34,20,60,80,15.35
"1990-Nov",25.3,-34.1,20,100,120,17.49
"1990-Nov",25.4,-34,20,60,80,15.35
"1990-Nov",17.1,-30.3,30,110,140,10.94
"1990-Nov",17.1,-29.9,30,NA,NA,9.22
"1990-Nov",16.9,-29.9,30,110,140,10.96
"1990-Nov",16.7,-30,30,130,160,13.13
"1990-Nov",16.5,-30,30,150,180,13.62
"1990-Nov",16.3,-30.1,30,160,190,13.89
"1990-Nov",16.1,-30.1,30,170,200,14.42
"1990-Nov",16,-30.2,30,180,210,15.09
"1990-Nov",15.8,-30.2,30,200,230,15.8
"1990-Nov",15.6,-30.2,30,210,240,15.59
"1990-Nov",15.4,-30.3,30,240,270,15.49
"1990-Nov",15.2,-30.3,30,270,300,15.87
"1990-Nov",15.4,-30.8,30,640,670,16.09
"1990-Nov",15.6,-30.7,30,230,260,15.8
"1990-Nov",15.8,-30.7,30,170,200,15.81
"1990-Nov",16,-30.6,30,190,220,15.93
"1990-Nov",16.1,-30.6,30,220,250,15.74
"1990-Nov",16.3,-30.5,30,210,240,15.51
"1990-Nov",16.5,-30.5,30,200,230,14.77
"1990-Nov",16.7,-30.4,30,170,200,14.03
"1990-Nov",16.9,-30.4,30,140,170,13.7
"1990-Nov",17.1,-30.4,30,110,140,11.46
"1990-Nov",17.3,-30.3,30,NA,NA,10.2
"1990-Nov",17.9,-31.3,30,NA,NA,9.99
"1990-Nov",17.7,-31.4,30,90,120,10.97
"1990-Nov",17.5,-31.4,30,120,150,12.14
"1990-Nov",17.3,-31.5,30,170,200,13.74
"1990-Nov",17.1,-31.5,30,220,250,14.23
"1990-Nov",16.9,-31.6,30,250,280,14.45
"1990-Nov",16.8,-31.6,30,260,290,15.17
"1990-Nov",16.6,-31.7,30,270,300,15.03
"1990-Nov",16.4,-31.7,30,380,410,16.34
"1990-Nov",16.6,-32.3,30,330,360,16.38
"1990-Nov",16.8,-32.2,30,290,320,16.19
"1990-Nov",17,-32.2,30,240,270,15.52
"1990-Nov",17.1,-32.1,30,210,240,15.86
"1990-Nov",18.3,-32.2,30,20,10,9.79
"1990-Nov",18.2,-32.3,30,30,60,9.21
"1990-Nov",18.1,-32.3,30,60,90,9.25
"1990-Nov",17.3,-32.1,30,170,200,13.04
"1990-Nov",17.5,-32,30,120,150,12.5
"1990-Nov",17.7,-32,30,110,140,11.31
"1990-Nov",17.9,-31.9,30,90,120,12.1
"1990-Nov",18.1,-31.9,30,70,100,10.76
"1990-Nov",18.2,-31.8,30,10,20,9.72
"1990-Nov",17.9,-32.3,30,110,140,10.08
"1990-Nov",17.8,-32.4,30,120,150,11.33
"1990-Nov",17.6,-32.4,30,140,170,13.21
"1990-Nov",17.4,-32.5,30,220,250,13.12
"1990-Nov",17.2,-32.5,30,250,280,12.87
"1990-Nov",17,-32.6,30,290,320,13.9
"1990-Nov",16.8,-32.6,30,350,380,13.67
"1990-Nov",16.8,-32.9,30,490,520,16.7
"1990-Nov",17,-32.8,30,310,340,16.46
"1990-Nov",17.8,-33,30,50,80,10.26
"1990-Nov",17.7,-33.1,30,140,170,10.79
"1990-Nov",17.5,-33.1,30,310,340,15.88
"1990-Nov",17.2,-32.8,30,270,300,16.13
"1990-Nov",17.4,-32.7,30,230,260,14.62
"1990-Nov",17.5,-32.7,30,240,270,12.99
"1990-Nov",17.6,-32.7,30,200,230,13.34
"1990-Nov",17.7,-32.6,30,130,160,11.34
"1990-Nov",17.8,-32.6,30,30,60,9.59
"1990-Nov",17.9,-32.6,30,10,40,8.77
"1990-Nov",18,-32.6,30,10,40,8.93
"1990-Nov",18.2,-32.5,30,10,40,9.01
"1990-Nov",17.3,-33.2,30,370,400,16.53
"1990-Nov",17.3,-33.2,30,370,400,16.63
"1990-Nov",17.1,-33.2,30,440,470,17.08
"1990-Nov",17.5,-33.1,30,310,340,16.12
"1990-Nov",17.4,-33.2,30,440,470,16.85
"1990-Nov",17.2,-33.2,30,450,480,16.86
"1990-Nov",17.2,-33.3,30,500,530,16.9
"1990-Nov",17.3,-33.3,30,420,450,17.07
"1990-Nov",17.4,-33.3,30,530,560,17.01
"1990-Nov",17.5,-33.2,30,390,420,16.32
"1990-Nov",17.6,-33.2,30,210,240,15.55
"1990-Nov",17.7,-33.2,30,160,190,13.97
"1990-Nov",17.8,-33.1,30,110,140,12.39
"1990-Nov",17.9,-33.1,30,50,80,11.03
"1990-Nov",18,-33.2,30,30,60,10.5
"1990-Nov",17.9,-33.3,30,110,140,11.78
"1990-Nov",17.8,-33.3,30,130,160,13.44
"1990-Nov",17.7,-33.3,30,160,190,13.53
"1990-Nov",17.6,-33.3,30,210,240,16.63
"1990-Nov",17.5,-33.4,30,460,490,16.48
"1990-Nov",17.4,-33.4,30,540,570,17.1
"1990-Nov",17.3,-33.4,30,470,500,16.75
"1990-Nov",17.4,-33.5,30,760,790,17.19
"1990-Nov",17.5,-33.5,30,370,400,16.93
"1990-Nov",17.6,-33.5,30,200,230,16.76
"1990-Nov",17.7,-33.4,30,170,200,16.54
"1990-Nov",17.8,-33.4,30,150,180,14.88
"1990-Nov",17.9,-33.4,30,120,150,11.78
"1990-Nov",18,-33.3,30,50,80,10.44
"1990-Nov",18.1,-33.3,30,20,10,10.3
"1990-Nov",18.4,-33.7,30,10,40,11.95
"1990-Nov",18.3,-33.7,30,40,70,10.02
"1990-Nov",18.2,-33.7,30,60,90,10.43
"1990-Nov",18.1,-33.7,30,100,130,10.74
"1990-Nov",18,-33.8,30,130,160,13.27
"1990-Nov",17.6,-33.9,30,270,300,17.63
"1990-Nov",17.5,-33.9,30,380,410,17.5
"1990-Nov",18,-34.4,30,270,300,15.4
"1990-Nov",18.2,-34.3,30,220,250,16.48
"1990-Nov",18.3,-34.3,30,80,110,16.25
"1990-Nov",17.6,-34.2,30,350,380,17.3
"1990-Nov",17.8,-34.1,30,220,250,17.57
"1990-Nov",18,-34.1,30,190,220,12.38
"1990-Nov",18.3,-34,30,10,40,10.61
"1990-Nov",18.3,-34.1,30,10,20,11.69
"1990-Nov",17.9,-34.2,30,270,300,13.12
"1990-Nov",17.7,-34.3,30,420,450,17.4
"1990-Nov",17.5,-34.3,30,NA,NA,16.92
"1990-Nov",17.4,-34.5,30,NA,NA,17
"1990-Nov",17.6,-34.5,30,NA,NA,16.65
"1990-Nov",17.8,-34.4,30,440,470,16.93
"1990-Nov",18.7,-34.2,30,10,40,14.39
"1990-Nov",18.7,-34.3,30,40,70,14.46
"1990-Nov",18.6,-34.4,30,40,70,14.51
"1990-Nov",18.6,-34.5,30,110,140,13.84
"1990-Nov",18.5,-34.6,30,160,190,13.91
"1990-Nov",18.5,-34.7,30,190,220,15.89
"1990-Nov",18.4,-34.8,30,330,360,17.25
"1990-Nov",18.4,-34.9,30,360,390,16.52
"1990-Nov",18.4,-35,30,550,580,16.37
"1990-Nov",18.5,-34.9,30,280,310,17.01
"1990-Nov",18.6,-34.8,30,160,190,17.2
"1990-Nov",18.6,-34.7,30,160,190,17.2
"1990-Nov",18.6,-34.6,30,140,170,17
"1990-Nov",18.7,-34.6,30,140,170,15.75
"1990-Nov",18.7,-34.5,30,100,130,15.46
"1990-Nov",18.7,-34.4,30,60,90,12.38
"1990-Nov",18.8,-34.3,30,10,40,12.28
"1990-Nov",18.8,-34.2,30,0,30,14.8
"1990-Nov",18.9,-34.4,30,10,20,12.71
"1990-Nov",18.9,-34.5,30,80,110,16.46
"1990-Nov",18.8,-34.6,30,130,160,16.6
"1990-Nov",18.8,-34.7,30,140,170,16.8
"1990-Nov",18.8,-34.8,30,150,180,17.1
"1990-Nov",18.7,-34.9,30,180,210,17.26
"1990-Nov",18.6,-35,30,320,350,17.1
"1990-Nov",18.6,-35.1,30,390,420,16.47
"1990-Nov",18.6,-35.2,30,680,710,16.6
"1990-Nov",18.5,-35.2,30,950,980,16.4
"1990-Nov",18.5,-35.3,30,NA,NA,16.5
"1990-Nov",19.3,-34.5,30,10,40,13.83
"1990-Nov",19.2,-34.6,30,20,50,15.52
"1990-Nov",19.1,-34.8,30,110,140,16.21
"1990-Nov",19,-34.9,30,140,170,16.78
"1990-Nov",19,-35.1,30,180,210,17.33
"1990-Nov",18.5,-35.4,30,NA,NA,16.9
"1990-Nov",18.7,-35.5,30,NA,NA,16.94
"1990-Nov",18.7,-35.4,30,870,900,16.8
"1990-Nov",18.8,-35.3,30,340,370,16.74
"1990-Nov",18.8,-35.2,30,190,220,17.12
"1990-Nov",18.8,-35.1,30,220,250,17.28
"1990-Nov",18.9,-35.1,30,240,270,17.4
"1990-Nov",18.9,-35,30,160,190,17.1
"1990-Nov",18.9,-35.3,30,190,220,17.09
"1990-Nov",18.9,-35.3,30,190,220,17.09
"1990-Nov",19.2,-35.5,30,170,200,17.56
"1990-Nov",19.3,-35.5,30,200,230,17.2
"1990-Nov",19.3,-35.4,30,170,200,17.47
"1990-Nov",19.3,-35.3,30,170,200,17.77
"1990-Nov",19.4,-35.2,30,140,170,17.3
"1990-Nov",19.4,-35.1,30,140,170,17.22
"1990-Nov",19.5,-35,30,120,150,17.17
"1990-Nov",19.5,-34.9,30,90,120,17.21
"1990-Nov",20.4,-34.7,30,10,40,17.11
"1990-Nov",20.4,-35,30,70,100,17.45
"1990-Nov",20.5,-35.3,30,60,90,17.34
"1990-Nov",20.5,-35.6,30,120,150,17.5
"1990-Nov",19.7,-35.9,30,170,200,17.93
"1990-Nov",19.6,-36,30,560,590,18.1
"1990-Nov",19.8,-36.2,30,680,710,18.13
"1990-Nov",19.8,-36,30,170,200,17.69
"1990-Nov",19.9,-35.8,30,150,180,17.57
"1990-Nov",20,-35.7,30,120,150,17.35
"1990-Nov",20,-35.5,30,130,160,17.32
"1990-Nov",20.1,-35.4,30,130,160,17.6
"1990-Nov",20.2,-35.2,30,80,110,17.39
"1990-Nov",20.4,-34.8,30,60,90,17.98
"1990-Nov",20.4,-35.1,30,90,120,17.66
"1990-Nov",20.5,-35.5,30,100,130,17.41
"1990-Nov",20.6,-35.9,30,90,120,17.02
"1990-Nov",20.6,-35.9,30,90,120,17.01
"1990-Nov",20.7,-36.3,30,120,150,18.06
"1990-Nov",20.7,-36.4,30,110,140,19.2
"1990-Nov",20.5,-35.6,30,120,150,17.55
"1990-Nov",20.6,-35.8,30,80,110,17.7
"1990-Nov",20.6,-36,30,130,160,17.28
"1990-Nov",20.6,-35.1,30,80,110,17.34
"1990-Nov",21.3,-35.9,30,100,130,17.53
"1990-Nov",21.3,-35.7,30,100,130,17.53
"1990-Nov",21.2,-35.5,30,90,120,17.36
"1990-Nov",21.2,-35.4,30,60,90,17.43
"1990-Nov",21.2,-35.2,30,80,110,17.54
"1990-Nov",21.2,-35.1,30,60,90,17.75
"1990-Nov",21.1,-34.9,30,50,80,17.69
"1990-Nov",21.1,-34.7,30,40,70,17.98
"1990-Nov",21.1,-34.6,30,40,70,18.12
"1990-Nov",21,-34.4,30,10,20,17.61
"1990-Nov",21.3,-34.5,30,30,60,17.41
"1990-Nov",22.1,-34.2,30,10,40,18.15
"1990-Nov",22.1,-34.4,30,60,90,17.66
"1990-Nov",22.2,-34.5,30,40,70,17.2
"1990-Nov",22.2,-34.7,30,70,100,17.09
"1990-Nov",22.2,-34.9,30,70,100,17.33
"1990-Nov",22.3,-35,30,80,110,18.13
"1990-Nov",22.3,-35.2,30,90,120,18.04
"1990-Nov",22.3,-35.4,30,120,150,16.14
"1990-Nov",23.9,-34.7,30,140,170,16.33
"1990-Nov",23.9,-34.5,30,100,130,17.99
"1990-Nov",23.9,-34.3,30,100,130,17.59
"1990-Nov",23.8,-34.2,30,70,100,17.47
"1990-Nov",23.8,-34,30,130,160,17.46
"1990-Nov",24.9,-34.7,30,320,350,18.48
"1990-Nov",24.8,-34.6,30,250,280,16.28
"1990-Nov",24.8,-34.4,30,90,120,17.05
"1990-Nov",24.8,-34.2,30,10,40,17.43
"1990-Nov",25,-34.2,30,70,100,17.59
"1990-Nov",24.9,-34.2,30,10,40,17.14
"1990-Nov",25,-34,30,10,40,16.8
"1990-Nov",25.1,-34,30,10,40,16.98
"1990-Nov",25.1,-34.1,30,50,80,17.32
"1990-Nov",25.1,-34.2,30,90,120,17.55
"1990-Nov",25.3,-34.2,30,100,130,17.48
"1990-Nov",25.3,-34.1,30,90,120,13.14
"1990-Nov",25.4,-34,30,50,80,10.75
"1990-Nov",25.3,-34.1,30,90,120,13.14
"1990-Nov",25.4,-34,30,50,80,10.75
"1990-Nov",17.1,-30.3,40,100,140,10.25
"1990-Nov",17.1,-29.9,40,NA,NA,9.2
"1990-Nov",16.9,-29.9,40,100,140,10.58
"1990-Nov",16.7,-30,40,120,160,12.89
"1990-Nov",16.5,-30,40,140,180,13.32
"1990-Nov",16.3,-30.1,40,150,190,13.68
"1990-Nov",16.1,-30.1,40,160,200,14.14
"1990-Nov",16,-30.2,40,170,210,15
"1990-Nov",15.8,-30.2,40,190,230,15.71
"1990-Nov",15.6,-30.2,40,200,240,15.15
"1990-Nov",15.4,-30.3,40,230,270,14.95
"1990-Nov",15.2,-30.3,40,260,300,15.8
"1990-Nov",15.4,-30.8,40,630,670,15.94
"1990-Nov",15.6,-30.7,40,220,260,15.8
"1990-Nov",15.8,-30.7,40,160,200,15.74
"1990-Nov",16,-30.6,40,180,220,15.8
"1990-Nov",16.1,-30.6,40,210,250,15.44
"1990-Nov",16.3,-30.5,40,200,240,15.37
"1990-Nov",16.5,-30.5,40,190,230,14.34
"1990-Nov",16.7,-30.4,40,160,200,13.57
"1990-Nov",16.9,-30.4,40,130,170,11.82
"1990-Nov",17.1,-30.4,40,100,140,10.66
"1990-Nov",17.7,-31.4,40,80,120,9.74
"1990-Nov",17.5,-31.4,40,110,150,10.8
"1990-Nov",17.3,-31.5,40,160,200,12.44
"1990-Nov",17.1,-31.5,40,210,250,14.17
"1990-Nov",16.9,-31.6,40,240,280,14.3
"1990-Nov",16.8,-31.6,40,250,290,14.45
"1990-Nov",16.6,-31.7,40,260,300,14.58
"1990-Nov",16.4,-31.7,40,370,410,16.2
"1990-Nov",16.6,-32.3,40,320,360,16.27
"1990-Nov",16.8,-32.2,40,280,320,16.05
"1990-Nov",17,-32.2,40,230,270,14.47
"1990-Nov",17.1,-32.1,40,200,240,15.62
"1990-Nov",18.3,-32.2,40,30,10,9.67
"1990-Nov",18.2,-32.3,40,20,60,9.03
"1990-Nov",18.1,-32.3,40,50,90,8.86
"1990-Nov",17.3,-32.1,40,160,200,12.56
"1990-Nov",17.5,-32,40,110,150,12.14
"1990-Nov",17.7,-32,40,100,140,10.62
"1990-Nov",17.9,-31.9,40,80,120,10.79
"1990-Nov",18.1,-31.9,40,60,100,9.28
"1990-Nov",18.2,-31.8,40,20,20,9.53
"1990-Nov",17.9,-32.3,40,100,140,9.62
"1990-Nov",17.8,-32.4,40,110,150,11.08
"1990-Nov",17.6,-32.4,40,130,170,12.78
"1990-Nov",17.4,-32.5,40,210,250,12.29
"1990-Nov",17.2,-32.5,40,240,280,13.06
"1990-Nov",17,-32.6,40,280,320,13.3
"1990-Nov",16.8,-32.6,40,340,380,13.55
"1990-Nov",16.8,-32.9,40,480,520,16.6
"1990-Nov",17,-32.8,40,300,340,15.54
"1990-Nov",17.8,-33,40,40,80,9.78
"1990-Nov",17.7,-33.1,40,130,170,10.63
"1990-Nov",17.5,-33.1,40,300,340,15.36
"1990-Nov",17.2,-32.8,40,260,300,15.51
"1990-Nov",17.4,-32.7,40,220,260,13.64
"1990-Nov",17.5,-32.7,40,230,270,12.73
"1990-Nov",17.6,-32.7,40,190,230,12.38
"1990-Nov",17.7,-32.6,40,120,160,10.66
"1990-Nov",17.8,-32.6,40,20,60,9.41
"1990-Nov",17.9,-32.6,40,0,40,8.28
"1990-Nov",18,-32.6,40,0,40,8.52
"1990-Nov",18.2,-32.5,40,0,40,8.9
"1990-Nov",17.3,-33.2,40,360,400,15.9
"1990-Nov",17.3,-33.2,40,360,400,16.2
"1990-Nov",17.1,-33.2,40,430,470,16.87
"1990-Nov",17.5,-33.1,40,300,340,15.63
"1990-Nov",17.4,-33.2,40,430,470,16.25
"1990-Nov",17.2,-33.2,40,440,480,16.75
"1990-Nov",17.2,-33.3,40,490,530,16.71
"1990-Nov",17.3,-33.3,40,410,450,16.9
"1990-Nov",17.4,-33.3,40,520,560,16.79
"1990-Nov",17.5,-33.2,40,380,420,16.07
"1990-Nov",17.6,-33.2,40,200,240,14.71
"1990-Nov",17.7,-33.2,40,150,190,11.88
"1990-Nov",17.8,-33.1,40,100,140,10.99
"1990-Nov",17.9,-33.1,40,40,80,10.7
"1990-Nov",18,-33.2,40,20,60,10.24
"1990-Nov",17.9,-33.3,40,100,140,10.75
"1990-Nov",17.8,-33.3,40,120,160,12.62
"1990-Nov",17.7,-33.3,40,150,190,13.09
"1990-Nov",17.6,-33.3,40,200,240,16.21
"1990-Nov",17.5,-33.4,40,450,490,16.34
"1990-Nov",17.4,-33.4,40,530,570,16.97
"1990-Nov",17.3,-33.4,40,460,500,16.56
"1990-Nov",17.4,-33.5,40,750,790,16.96
"1990-Nov",17.5,-33.5,40,360,400,16.59
"1990-Nov",17.6,-33.5,40,190,230,16.45
"1990-Nov",17.7,-33.4,40,160,200,15.51
"1990-Nov",17.8,-33.4,40,140,180,13.02
"1990-Nov",17.9,-33.4,40,110,150,10.61
"1990-Nov",18,-33.3,40,40,80,9.97
"1990-Nov",18.1,-33.3,40,30,10,10.2
"1990-Nov",18.3,-33.7,40,30,70,9.36
"1990-Nov",18.2,-33.7,40,50,90,9.38
"1990-Nov",18.1,-33.7,40,90,130,10.01
"1990-Nov",18,-33.8,40,120,160,10.67
"1990-Nov",17.6,-33.9,40,260,300,15.54
"1990-Nov",17.5,-33.9,40,370,410,17.24
"1990-Nov",18,-34.4,40,260,300,14.37
"1990-Nov",18.2,-34.3,40,210,250,13.73
"1990-Nov",18.3,-34.3,40,70,110,13.05
"1990-Nov",17.6,-34.2,40,340,380,17.22
"1990-Nov",17.8,-34.1,40,210,250,17.37
"1990-Nov",18,-34.1,40,180,220,11.61
"1990-Nov",18.3,-34,40,0,40,10.05
"1990-Nov",18.3,-34.1,40,20,20,10.69
"1990-Nov",17.9,-34.2,40,260,300,12.26
"1990-Nov",17.7,-34.3,40,410,450,17.3
"1990-Nov",17.5,-34.3,40,NA,NA,16.9
"1990-Nov",17.4,-34.5,40,NA,NA,17
"1990-Nov",17.6,-34.5,40,NA,NA,16.36
"1990-Nov",17.8,-34.4,40,430,470,16.68
"1990-Nov",18.7,-34.2,40,0,40,14.2
